,Id_Canton,Nombre_c,Status_c,Id_Coor
70,8033589c83fc4840b5297b42abc252fa,Distrito Metropolitano de Quito,En vigencia,2a51a054384840c1a1e1e62f10256141
71,2f76c8b2a64441b7b11e8e70448c6793,Distrito Metropolitano de Quito,En vigencia,8f9495e6735446ef879d307473823e9e
72,5e378aef6eab4761abbeb9e066787439,Cayambe,En vigencia,935236c6cd784b4e95e3e5c7921225eb
73,33bd03beedc3499fb11cea7823308226,Mejia,En vigencia,0bd52bf656e14c8e9ddc929f9cd5819f
74,e331aa1744644bf38db5ba82474f5ce5,San Miguel de los Bancos,En vigencia,93da250408b94be8b832c76370b4739c
75,8e158b530b2d4febb8eed366b61dcb8b,Distrito Metropolitano de Quito,En vigencia,7199d0e3573e4b0f99718632a5d3eb3f
76,89c05bc7ebbb49cca923a6181281d53f,Distrito Metropolitano de Quito,En vigencia,88ec13a254df4224b30102e77fe950b6
77,5edc4e164869403eb3ef7468bca4ec31,Pedro Vicente Maldonado,En vigencia,e9bc7797e7264264936612b38c7a4871
78,7f0aacc4c2bb42a6945711d7c58fa63f,Distrito Metropolitano de Quito,En vigencia,3cdd291c85a84acaa541e9d23bbfeff1
79,5aec4d93feea429790f52cc8fd4a43a8,Pedro Vicente Maldonado,En vigencia,1cd353c3c0874501977b6eb76fd2a345
80,5f2175986dfe4483a197fcb445410bdd,Distrito Metropolitano de Quito,En vigencia,6e4eb17eb18243dfbd5c9352af95ee6c
81,2bd2fd4d203b4c2fbd3710fc09d1536a,Distrito Metropolitano de Quito,En vigencia,c5351e991b664ead8e2d780ce4e4795e
82,548792d99c154469a0dc6bbcd002e783,Distrito Metropolitano de Quito,En vigencia,0764d3a1764a4390abd243334c54b94f
83,20d95c3ab3364daf9183e22c3d0122c1,Distrito Metropolitano de Quito,En vigencia,49d02453594e497daeadc0b2b4b0855b
84,958f9ee7e3ae4ed8b52532c29be78327,Distrito Metropolitano de Quito,En vigencia,4706d8da4827456da4f69488c3b923e2
85,93509d3fd7214c40aa1bca449228faf0,Distrito Metropolitano de Quito,En vigencia,78424595541143bd9bd89327cfb6fe83
86,42d0ca682c8f42d48fd9189aca7b5e38,Puerto Quito,En vigencia,03625234ce2e4942a15622002f7aeceb
87,4874a3436780442996849832d633aa37,Distrito Metropolitano de Quito,En vigencia,61faaceeb7724f29a84e1a017c093eaf
88,a1b3b4e7f22248259af61f1ba9ac84cd,Distrito Metropolitano de Quito,En vigencia,c3203372bf6649cc98c6e1794cbbd4c3
89,57012df45f6945de8065e6c5a8259803,Pedro Moncayo,En vigencia,5e383d86f0a1462f9dca30f201661e4e
90,75b4b6405cfa41198d84f58c9b488460,Distrito Metropolitano de Quito,En vigencia,ac9f90704d464d6984b903da37475980
91,1dcf91e73073459c9c6f0bd4dab8993c,Distrito Metropolitano de Quito,En vigencia,c4c7887576d74cdeb12d04012619ff78
92,51337683b33444369408fcc16388b562,Pedro Moncayo,En vigencia,fac9baa617cb4f899f00b192d9f4274a
93,c608a7dcde01451d8be1133d226cf8e6,Distrito Metropolitano de Quito,En vigencia,d32281103f7b4654b7e66b7fd7448aa9
94,fb1cd8bfc0cd48929cab577bd898af6e,Distrito Metropolitano de Quito,En vigencia,1d32c61f58f84656950aefff43b8985d
95,e5e2da73fff0482fb411ca7c53052baa,Puerto Quito,En vigencia,ff6d5ddb85434727a74052f8a26c50d8
96,e916bbc6825a441d8964831d26790f76,Puerto Quito,En vigencia,a1b14b82876b4123b5c37f8f07566798
97,4d10552b0a3249cf80a8c41deb04c7fa,San Miguel de los Bancos,En vigencia,ebc40a9546f44ea0ba92ecdfc0bd9ef4
98,bed869882abf495aa61b08d7bb501570,Distrito Metropolitano de Quito,En vigencia,f70ab4e8600946a9924796addbaf3679
99,44bccee1703448598098902ad6471ced,Distrito Metropolitano de Quito,En vigencia,2c85d724e7d04b7aa050e784d918475a
100,d18da6b64d81419ea85554a50463027d,Mejia,En vigencia,b130a79087f448d084193644b9728b8f
101,24370c48d61d47d19934400c5abf49d8,Distrito Metropolitano de Quito,En vigencia,34a937e2980a445eb85aa8a1da17681c
102,af66b8936bcf4548b400752b0226faf0,Distrito Metropolitano de Quito,En vigencia,21297c5715e24c4db081aa4a91db49df
103,b7dd3c569e8e4973ab6e3b0863502aa1,San Miguel de los Bancos,En vigencia,8f00019d341741de94e5f3910bb426b4
104,9a0f8877728f4ae8bc351b88e83c721d,Mejia,En vigencia,813821da8166436e9d2227e8506c3756
105,a6faf23094d24fada2dc85264c61fcdb,Distrito Metropolitano de Quito,En vigencia,20546cb8c1434e18a59533b9db0b602b
106,5ccc947250ec41bebffee2eed28e5d0c,Puerto Quito,No existe,53441823f38e46098175f10de72cd600
107,8507e3f4f65a4fcab6b7da5c56970d5d,Distrito Metropolitano de Quito,En vigencia,ba4d27fe52154636ac1044090ffd45d9
108,db795a879a4141ffad0cd5dfa59f75a1,Distrito Metropolitano de Quito,En vigencia,35afd49dc04f4f67b0c21166971aeb25
109,0d3656d9f3064e078a67e8391fdedced,Distrito Metropolitano de Quito,En vigencia,03f1156c36d248dfa8a9c336a1ec9680
110,e9650ef7d542463dbd6bdce533a7e34c,Distrito Metropolitano de Quito,En vigencia,f97a9072f83e4af8bbcdd2a897ff5e81
111,bba3f8f2232149e5ae805193aacc93a3,Distrito Metropolitano de Quito,En vigencia,f51bc8c5231444fb8945f79e0ef938cc
112,266ca8babe5745c58370d38d3ae317e2,Distrito Metropolitano de Quito,En vigencia,f5e58858119a4aa29a617532012b94fb
113,21413f41bbf645e1a9eb101d84bf0ae0,San Miguel de los Bancos,En vigencia,ea98d28983cd4e5c8225c1461bcb9c30
114,21ffa2af9d70419593bf2eec0573bca9,Distrito Metropolitano de Quito,En vigencia,b5556733bd274055b780125cde9c8add
115,544c78dccafe4870a87f628822c6abe8,Pedro Vicente Maldonado,En vigencia,c11c233ce6e147ca8f5ef1d7cbe2d613
116,73302900fd024e3ea7d6fa1d7c664799,Rumiñahui,En vigencia,f37dc1882eba4331a766c77eeb1d6ece
117,6c8fb6b0c5ab44ac946b946b347cc81d,San Miguel de los Bancos,En vigencia,b697b869db5b4b2b8105f4a8e74620e8
118,0bc67892438e45aeb948ecd838a89365,Distrito Metropolitano de Quito,En vigencia,2ef7f312c17b4dde86380cfefa58b444
119,ed4e4826e9634c618423e839a93a94af,Distrito Metropolitano de Quito,En vigencia,22bc18b2c07f48719f0c261bfe826d8e
120,dc89d09c3c2e47a3bd90a22f503c5eb0,Distrito Metropolitano de Quito,En vigencia,e278b1d015354f48a180ddfdf5c7b04b
121,d58f1c619c454f268eac6488d18af1b6,Distrito Metropolitano de Quito,En vigencia,31e061fb4961437d99229d3458fce796
122,28b1995f49244408937e285e62d577b6,Distrito Metropolitano de Quito,En vigencia,358e77b49ea940a1a00ee25bc55c981c
123,0894d8ee423e4f62ba5fbfa5bf82598f,Cayambe,En vigencia,e472f37e2fda420b9b15b9a6a9f10a99
124,a4f5144476b548cd9a755059d1f5e941,Rumiñahui,En vigencia,3b418a9c9c024ecbaf4074be8fb41d56
125,dd2ea035de904b42ba18e1af6215ba86,Mejia,En vigencia,e459b096094841048fb659ebd69f6210
126,10554895f17c46f4b7c4152b0830e854,Puerto Quito,En vigencia,fb2d6070fe2e46e2af5604219b0557d3
127,fb3d92dc3b9545b39d298bf10812d2db,Distrito Metropolitano de Quito,En vigencia,0cc01fcd71054542bfd3b08f1fc233dd
128,818c918c667c4197bfaa114ade82b6b2,Cayambe,En vigencia,65f0a41f09a74a62b5be7b2c8e470a55
129,ff0f4187978645738ebb95079119e639,Rumiñahui,En vigencia,ec0a3e0eecd7443c9e2bfc20002dcc59
130,2f18025bbc3f4b06a736d7d9401f57f6,Distrito Metropolitano de Quito,En vigencia,7af68ec2cde740409051fe235011bb40
131,2fc7ce111dd54e03b7cbafdb49fdba5f,Distrito Metropolitano de Quito,En vigencia,eaae3947718548fb984a06666a59af14
132,66240a41e0c4401dabaa8aecb4138f73,Distrito Metropolitano de Quito,En vigencia,bb57a4f72b3347288fe4e4f23fc2899a
133,e369945bf708477e8d6072ad2560f474,Pedro Moncayo,En vigencia,96d4e0032c0949f39aa0a8df1cb2acba
134,fe971cde53f84da3bca4e0ff134fc761,Pedro Vicente Maldonado,En vigencia,4132b12c50e2458b9f15ca08744efdbc
135,53673be650a84e8ca11386ad99311e75,Distrito Metropolitano de Quito,En vigencia,ba635a0e0e14426eb649d03623a0e21e
136,e2eb823f3d514c02b12a440868daa814,Distrito Metropolitano de Quito,En vigencia,632febaf3b2a4d1eb2c6663b651835ba
137,32235081fdc5401a973c7029dbd6102a,Distrito Metropolitano de Quito,En vigencia,0728e3303d2c42ac8acd5ba72cff3a9c
138,88005528304442389e8f35bf6204282b,Distrito Metropolitano de Quito,En vigencia,b8284bb58c954ade984a10e592473140
139,c38b761e91224022b5e058f3aabb98ec,Pedro Vicente Maldonado,En vigencia,6d1efba6209243e5866bdc48e61aa107
140,c2b51b8bf9e64f36a262adc9d3e05f2a,Distrito Metropolitano de Quito,En vigencia,49be64c902f145db9e4a62cb2690aa91
141,72d220d1e9df4436bd7d6f95f5ab4d51,Distrito Metropolitano de Quito,En vigencia,5118451fc7284deba218de8d1472ad86
142,3639e2aac7324f7ba5dddf708b3247ac,Pedro Moncayo,En vigencia,9546aab1e5b44fd0a55144eccb8c90fb
143,09c16eaef2c546078a4cc2390eb711b6,Distrito Metropolitano de Quito,En vigencia,1fdf93245ed34cd783c2c6385e5396ac
144,393ee5e020aa40208382ac2c0bcd778e,Distrito Metropolitano de Quito,En vigencia,49de7ed939764336abdb2076d025770b
145,242123eef7874a9b9a089a4708752623,Distrito Metropolitano de Quito,En vigencia,d79a71fd365740d8bc717f8f8a14c6be
146,24945e4d9cc14103a35e96bda8969f5f,Distrito Metropolitano de Quito,En vigencia,480e922743444530949aefad508e6c1d
147,86422df4c946444da1c9ea369f8b5ed9,Cayambe,En vigencia,af3037817fb74daa9060d966ebe8d9c3
148,ec78ef2cef7b4bc692fcec8d27141cdb,Distrito Metropolitano de Quito,En vigencia,950d8bf8667c40368efaa1d125d8853b
149,e0c01864114646d9b290f88b451618b1,Distrito Metropolitano de Quito,En vigencia,5ee19fd1d59d4cad94b5b3d248b073ee
150,f8912b4acad44f95814a6d0f60c7cce0,Mejia,En vigencia,4c735f5f503a4fefabc0dfe34a1065ae
151,83d3c2c2de40429e81c203d2cc08b5b2,Distrito Metropolitano de Quito,En vigencia,fe9102dbd17e4ea481a2422c0c1c093e
152,661ca92153dc42bfba57b331c5e4c4ed,Distrito Metropolitano de Quito,En vigencia,468fef6623c14b5fa6120bc0a7eba02e
153,0ab19e1cfcb94c249422c2a595f52f47,Puerto Quito,En vigencia,38da98ae0b3a4c7fb0605593564fd3b8
154,8576a2fac4b84e5ab9fb218843289296,Distrito Metropolitano de Quito,En vigencia,a45ca190dc774a2e843ca472b47977f1
155,af6399956e9d4147a463e8ebd1132541,San Miguel de los Bancos,En vigencia,143bc5189ef24d6c9dde3113da0accc7
156,636d95287d054c3fa56a23e285267894,Distrito Metropolitano de Quito,En vigencia,f82122d16a2249c7b8183bd473263722
157,4f573caeb995463688e330b46783f8f1,Distrito Metropolitano de Quito,En vigencia,b938f7f22f5d4aa697de62865ad90241
158,b490b46ada8d4cdab45387f5743573ce,Distrito Metropolitano de Quito,En vigencia,7deb5a843f8743c9af6c97fbaf95e12c
159,4d84cf8e2db041dd9eb530b33f0c1f61,Distrito Metropolitano de Quito,En vigencia,339ce327a8a843bf96f6f4481eeda976
160,c73b3cd2b3534d25b6deda64f46cb54d,Rumiñahui,En vigencia,80010cb0a63e4bd1849e2bf0e50db65d
161,0fc20a1a021c4af0aa96ceffaee46650,Pedro Vicente Maldonado,En vigencia,67327b7aa64c4bcea132c6d5167cae3b
162,e91b9d0b94994fcf93bd4c7a4a601f29,Distrito Metropolitano de Quito,En vigencia,d3c6cedb52d34fba8044075c33c6a107
163,78668b95f0e04abbaee234852a74537f,Distrito Metropolitano de Quito,En vigencia,f6644d824d3f442eac5aa0cd49aa7c6a
164,52f990b111ec4f9c95a1b1ff2559a778,Distrito Metropolitano de Quito,En vigencia,0e13fb1db37e469798efe1cbb4889f97
165,6f3f5847d2be469ab38c6be51e7d8063,Distrito Metropolitano de Quito,En vigencia,2531b16354204df7a1b5272644c5196f
166,e56e7a13825e4f718a87e037874a0df5,Distrito Metropolitano de Quito,En vigencia,3ac91502a4354c04a063d7fc7062fc27
167,cedd7f5e374a4e2b9bf4dac32d334b5b,Distrito Metropolitano de Quito,En vigencia,8f441aa5a5524fc2a2e1c37963470fcb
168,1005d85d5c044859a85357684c461705,Distrito Metropolitano de Quito,En vigencia,8900fc09dfc7400395fbc25c1724adfb
169,3a77d189d7fa4f1194f6c257cf45e78c,Distrito Metropolitano de Quito,En vigencia,5618ebb91b0749e581fc1da49fe8c102
170,e474cd7468a3499a98387e1bd5e3e295,San Miguel de los Bancos,En vigencia,e831c31b8a7b47ecbe14d825e5cfa5d1
171,5201b3a0375d4366975e09f8baf61633,Distrito Metropolitano de Quito,En vigencia,61c72563ef164c8f90d8e94685a7f720
172,73b92359f602474bb320118d36328e77,Distrito Metropolitano de Quito,En vigencia,0041124695db434bb4fb454fdca96f45
173,97f7950999bb48db844d5938fc43272b,Distrito Metropolitano de Quito,En vigencia,c570ddc15082458eb14760f4a2674a97
174,74535b9be28841a8a86a4a3ec06ba630,Pedro Vicente Maldonado,En vigencia,41b87d1454bb49aa9d70bef17c01614e
175,b9b39b441dc743979ef914fdd1231fc4,Distrito Metropolitano de Quito,En vigencia,b9d5c34bcd584c17a3611adb304a2022
176,82a77aaa54ec45f2a830f26f0725c3c5,Distrito Metropolitano de Quito,En vigencia,9bfb8ff95af14223a2ff5af09cd985e6
177,86c881ebb2334d53b6d5531911948f89,Distrito Metropolitano de Quito,En vigencia,3a63f4f299704121b21ffa9e400d3f82
178,56139622346342ce92d08a008084a193,Puerto Quito,En vigencia,5ae47fd370d44e909507c623aa9907f2
179,e8f0de1697f640bdb9afba8e675b792f,Distrito Metropolitano de Quito,En vigencia,b26e4da641864cf4a268d046692d9f9d
180,1a890bb53af04a839997e4a13c33e4de,Pedro Vicente Maldonado,En vigencia,4eb18bb280c0429f9345eb3570229b83
181,6e38792a884247ca962ab274c8576d45,Distrito Metropolitano de Quito,En vigencia,c016ed1823f44dc2b4bc75f4d682c9f3
182,8e6d9224b36f48299def848a38e82f9c,Distrito Metropolitano de Quito,En vigencia,618fb9b9d5dc4a1dbf71a90cc516850b
183,1547b41d59794117884449fd3d8bbd69,Cayambe,En vigencia,0a327fa212bd4a76b8788f9f2bbdd07e
184,bcef54b1996049e795683caa105e6d5e,Distrito Metropolitano de Quito,En vigencia,d53c0677f61d4fd0a58a29bcb80ea367
185,1f67a5b3179a42fbb4176a7f8db23a18,Rumiñahui,En vigencia,c2537ca18e19453b81409d677c13285e
186,6e478854ca1544cfa831161419e085cb,Distrito Metropolitano de Quito,En vigencia,511436a567894f7296fe9f0ebe27a786
187,53e329af636347e4b1289f14f209d83c,San Miguel de los Bancos,En vigencia,37730c6fa38443d29e758fa8108f2f00
188,6a2142899ba942f782647cf2fc32995f,Rumiñahui,En vigencia,0725abb476de45a2820e62153b226ece
189,ee6487e558844506936fe2f9123c038c,Distrito Metropolitano de Quito,En vigencia,bf7b2e81e9894cde955230080896014c
190,c43fe7cae85c45b6ac330981494d27f8,Mejia,No existe,caf441d7981c4eb88e9768fe1c3887d5
191,2028cbe10a3543e9bdd76db0d4a344f3,Pedro Vicente Maldonado,En vigencia,490246d3feb84b63815a876fb8e8d4e2
192,1348f6a588b4432ab7a4a9d3d72f8786,Rumiñahui,En vigencia,53fad9446986489f98c39c4dceb50e0f
193,f620014ee4e24469a232bc02ddd74a53,Rumiñahui,En vigencia,052562c7917f459895463edcb4f64c16
194,283bec3c60804091a2214321f91a5303,Distrito Metropolitano de Quito,En vigencia,c9e6984b63064c2ebe381245a443c144
195,b0529b46b22545f5bd403fbe6a38e227,Distrito Metropolitano de Quito,En vigencia,6568803bd84d46dca12f6a93b271a472
196,c5be84f1dda54ab8902b177994ce138e,Distrito Metropolitano de Quito,En vigencia,43e1f8376c7c4ac48a22c81d802bd080
197,fcaa0eb798ef411b9a9487faecddc32a,Distrito Metropolitano de Quito,En vigencia,714ae0558775453c9ec9a11d69639a09
198,19a524d362ef48a2a2b65904f72372b9,Distrito Metropolitano de Quito,En vigencia,898db706500f4cc4baa1645ee1bbca6f
199,484eaee21cfe4ad594174f90ab2aee30,Distrito Metropolitano de Quito,En vigencia,3d91f79b8e9149b296b79ae68cfcd1bb
200,74331374c9af4c79ac992ece4ba96fd9,Distrito Metropolitano de Quito,En vigencia,a9340042f0ec4572849202c97d68e64b
201,f47bb95bd2d94f138e603000973840d2,Distrito Metropolitano de Quito,En vigencia,1172d6cf9254444fbc6a067049d09bc5
202,4a6cfc930b864becbacf50b0f73b97a5,Distrito Metropolitano de Quito,En vigencia,c2a5adb8ba6b4df3ba848a46474d1512
203,5b2aaa0d6c9d4d1cae455c8a9cb10154,Distrito Metropolitano de Quito,En vigencia,5014147d95244b319bc8683225b9f15e
204,b1a22cc88b3247f19fb4e62a0e64a045,San Miguel de los Bancos,En vigencia,3ff9c0fe6d884481ae8d06059a1321d4
205,5eb08bc9e3a74bd0b4bd0c05df48b5a4,Distrito Metropolitano de Quito,En vigencia,73566aa083e1400bbe5d26e0da0ef525
206,c1f68f21cd614c88817fd57ac7294e7b,Mejia,En vigencia,90f3c1788ae1494985f3f4943071607e
207,2058e2d07ad748898df7a39c557ddf50,Distrito Metropolitano de Quito,En vigencia,fce35cf678a74acfaad66da077c7c210
208,06efb3b1e1564f25bf3d92df5cebdd1d,Pedro Vicente Maldonado,En vigencia,74fd15d76fb548c68c3fd3b7bcbf9c5c
209,8e7a72eaf1a0417598b5cf4a997edcb1,Distrito Metropolitano de Quito,En vigencia,cc2d3b0274364e4f91c7498e306ab0cc
210,969622599ad542c7b78ee44b8e41a583,Distrito Metropolitano de Quito,En vigencia,ecc33d9813ee4b8b91c47b339eddfd4d
211,0b41a891ba3847768114b2695da654b8,Distrito Metropolitano de Quito,En vigencia,858f6d4eeba0404fad66e2fa51657d2c
212,8a1e76746f74458c911d53abed174eb7,Distrito Metropolitano de Quito,En vigencia,22dd0cae52394d7e957354530f45da8c
213,23bf7c5ff75c436db01af3778d5749dc,Pedro Vicente Maldonado,En vigencia,898fd3c2824f41178f407f5653cfe102
214,760f65acf98a45b7a351aa9f8d2329b5,Rumiñahui,En vigencia,f97c6243d5434452b146f0821ece3162
215,b322ecb0eef6430aa8c2501d014550c0,Distrito Metropolitano de Quito,En vigencia,f95ed1a37f4245a9ad99fdf695c688bf
