,IdBarrio,Nombre_Barrio,IdCiu,Id_Coor,IdUPC
50,225c695fb46942698024934f92fc510b,Belisario Quevedo,80d6cd4fb719464aba66281a31209fa7,9fc2832c7e3c4843a2bbc08ba250df0a,7b6e5ba48c874337b5ddb133ace71b3a
51,0a043b418202413c805b3eb65533ae82,Jipijapa,44073872775c4e95b5bb02cc6bdc1252,bee3c3d20c1b4dba9ed2dd09b8c39cbd,b361d20e1c214ed6818d6ab19866d1ed
52,227ae3acbdee4c0682cede3251d56783,Calderón,a83f0fe87d91498abe65fed9b7a67f65,ae30fbba635a4ffa8c258051113bf3a1,2ec5b803d9744b1b86aec2f36b90cef4
53,7d8f451230f44d03a6d788366accfce2,San Diego,ba0658628b74445a8142d43fe6c55397,9d3b136074764ceb9b773f5dcc38e65f,ece4b95b123c42b6bc16b797eab40e2c
54,374466682b35417f8d09d9ad65c4d781,San Diego,fbaa6f71c9c14a369e798aa37680bf5a,b47ef65a9810495b92e4786e07454afb,8f76dd6f4bbc4e20a76062bece0d5122
55,364db4a1e31948f0ab5025440cf31ef2,San Diego,fbf0ba05dc994aa9a0e778f7f48e46ae,bc711f596cbe4ffb85ed71b4eb527012,a299a32dd9b54fbbb40cfda619722184
56,af76b7c809ad47ff8ef73cedddfae642,San Diego,1e35380c13684148b6e6eaacad1a33ce,7c4fdc246fb94bd4bb59917f84c3771e,673c53932d5d466d9e1a90c6e82fd2c1
57,e64f52831f474f8c85cdd3310e4b6769,San Diego,7657386517644c75851bf6d81a5bf667,354cc93fb01c4e1db8f75249329d3607,97ffd3a31eb241d29c8d8cc8840fe8c1
58,501cfeb0d0e248e18750569f53c8989e,San Roque,082e3a41cdc7410dac5da5b88dad0d6a,bdc1faae5ae34754b662e14919ae2488,c73bfecb8fc04a86901a124e5137fd00
59,cdcfcc3e460640019b2d86368d0aa3cc,San Diego,d6cc116fa8524f83bc8c08120e3dbdeb,10f09bdc009143bdb02f4a44aa192f70,612c8d5a2f5c42be996cef83c533788a
60,ceda883a2e8642d38e833dd1c093763e,San Diego,3d6267e9c620477780543228047cfb82,6b758a4fd95942a5a565f31a8c6c68e1,83e1302ac8d34f91a7b1e74acf021f96
61,22bf3170b8cd448f869e1adc04d5a145,San Diego,28ee9c631e1d435e86595c090b4a3215,71c80317ae9b49d08d09e7318408a9fd,7afe9f09ff8f4c07800acf8ce33c6be9
62,b1a63375eaf94e67a2a6f0965838e627,San Roque,0cea71953a004547adf557e6f16f45e5,dfa231ea712c414f91659c18ec0584ed,4ca031e59d7d44b5ac75249daeecf553
63,ef5ffb8e006e4d0da460386ae328eeb1,La Magdalena,7ff9f508ce0d446fa5063f78f4107d9a,ff2ee9020c4043969d51757f3e7f881e,79cfe0b0db6c41e287fd1177d4f31d78
64,089ea7e2d391444286ea7a6f7ec7095d,Jipijapa,15056148acf143119fd9627e497660db,6b3ff87bb6ba47dbac372301057426bd,bec10d7c9b7147f78f40d6e052388ec0
65,d91c3aac7be84d06965d6e2b888269d2,San Diego,d3b099d9d7e541209a4adc9adf277bb8,c1ad565bd64344dca3ebc0667f0baf05,026e1f2285764ffd87fd293509d5e72b
66,6b51bd4f27384d7ba1560d0e49a7a725,San Diego,c3b462877ea64b98879091fa9e0f04b4,6340f5128f4743ff8345348251bd81c1,2f5b6dc432464eae9f110c87d8aba0a7
67,a0d05991085a44a096b45f6917320757,San Diego,f2244a0776d348eea6c60d55b02ae14d,6ad2097d8ec34b69918484db3f647dd9,8d4a6beeceff4320b9742ae24709456d
68,22e5bf6c01bf41c58b5746ce5e565127,San Diego,47148d9df14b4c5589d6f3f153d14ea0,5d2f6bf4adf9492c978b014f95b525c8,5c0f7add2b2647cbbb79da4ccb9b7d3c
69,dffe91c827584536a8676a6b64daf4cd,San Diego,80172d43ff194c4dade8674b9ebc45a7,c56b03bdfd434e3e9d0d06ec6da53f10,056c709d40b447b88f9c05620423dcb4
70,1ab73210675f486993c4e0ca05f23b7f,San Diego,f668f837856947499858253acf0106f2,57105ea7d05b4efb83a84a9aba980931,fa9564533d224c1a80e8f2e17476251f
71,0393f554e90a4d198ae16f0af7e2ca0a,La Ferroviaria,097db462432640b3b7cc88386ed2fe4e,ae5133c352a34be699eedeb122560182,0a34e7b0921940fbb2c74c8588a24b5b
72,716b0900d8964e67b2be86a63cb68f76,San Diego,eec36a55979142c6ad9cd3df9b93a93c,5634c8d766434ee4bdae92f55dafbd95,f18dea3daf4747dbb33174bf1ee3b9c4
73,264ea7e2410042a79fa50ad8e7335706,San Diego,d056a6600a3a47cca1fdb4d776298542,d035b0eb543e468aa4e973c9cc8fae7c,f4aa98d5edd9490a8ae1313817de3811
74,76d6192ed38543029bd2f3041c8694e7,San Diego,c6f9af2cc8524a19823c2e376f3e37d1,bfd05e6ebe9b4d21942a2cb7614bfd4e,3ecc6fa61fff4f2ebd791f879f479e2e
75,85965e6e3054437c91c14dd9261c4d8f,San Diego,f4deebf0ba784b099cabb0635322f29f,2f4fb1d1b938424780cf227c2a537ea2,ffa69a264ac34951855a27519f940ab6
76,f8f8fb9d445c48ad8962b0ffc317a85e,San Diego,3f745824071a4411abb25cfcb7a94048,2d219377af6845f1a49647d4cfb8ebc1,f3b180c67a134f85a53ed9d3e06863e4
77,2cf34d2284664b4b9a5bd752d829d87f,San Diego,cca62cdfc41f47908ab537d520bb39c6,9c50214323254fa2914d799d8eb1a3e0,98a8fa1297c04e04aa39f54c3ff11268
78,5f195fd2480b4184935bfeb5368e93eb,San Diego,151c709ad2524a878ea0bbbe8fcfbfb4,cdef1df5257f414090b3fba46d43065f,18914a8832694afcbe3441ed45f031a0
79,1563bc08737145d68417b7f30425cb46,San Diego,f68f3aad1dec4a429a9247d921af05b8,b14dbfe71d4e4894aeb768d65dc06d6c,b3a110f7cbce4580a7517d5e047666f4
80,0bfab7c414be45d7b14d6fa8d98d886a,La Mena,1f253ee371f34cfaa92aa030726e180c,a882b7bec34940eebaf789859f6cc492,5a235e02cae9435faf70850f16ffbfa3
81,8835891bd2cd4c3cbef03cd0a4113eb7,San Diego,28b3be52abe5459097159046dc58a255,dbbb76e885ed4c4a8e52203eb86718b9,0e30066856bb4e28b014144f5e248392
82,3ed20ca8451d46f48d96e2005cb9e03a,San Diego,8dc0b814a01f4a6ab1db58f805448c4b,9fd3b4dc59e04674a0792da51f5407ae,c3888f5d5c8d4142b6b46893896e5bff
83,c6c6e679e764492ea13142604af28b30,San Diego,a237744297c248ca81a2f0f9d8c5eb52,86c62437d471431d98af2bedddad6751,921a693df94243869961401701358f6b
84,f55916ad411d45cd9ad3c79bfb0541ed,San Diego,b72e30dbfc1c4d38996120088d13db8a,5584f1cae9184f1bb75c27664254d6c6,c9782bd3bc064864a57f29726dfd8b65
85,ee456d4a44a9412fae51f2960ba230e3,San Diego,d8be8250d1304a2aa19904abdf264b30,bd18a5a28f2c422f9e40dfdc8e3d94cf,59e80bffe5ff4cb2b6d460c04c4001a1
86,b11e5207606d43278aab61fe05416755,San Diego,d36f4fda68724ce2ab130effb07d27fa,d314e240611e463280196f1045ce6b75,28f78d16c44c4ab88ee32f06f1d02642
87,9678445b020d4cddb803e34cc21f5e34,San Diego,2f3335c46b25417fb750d620daed6eeb,3d456f67795d492e895b6665aa90ebab,2b4c00691c2646a3a832b1ac0f9c0272
88,73207ae62f0a42a7be183cd9a160d82b,San Diego,f46c8efa0a8c4115b882c02f5f5e8f05,68e1f1f179564a15b386dbd002eba199,569cd0cf7c6841f6b17471b79a4406be
89,0fd99736124f448c824aab9da875b0ec,Cotocollao,07a3ec918b4443aa974b0d07be3cd30b,600cfd9d45c948858c9fff92b0cddb37,187656a3295f4681b3160ac6f81b1f75
90,271f01a894744a86b0bc5444c6576130,Calderón,33c1bfbf317c421ebe72f620a11bb023,3ba4238d8e414aca9f2144cbb7b1c959,94dda2e72d1649d584d494a6c3ac7743
91,e9956a052ba74435b9f02200a4ad09ee,San Diego,86403418b5034471834e149824337a7e,ab84377a33b441bab15d146ad20a9371,f6323214d279420b831fa9cea2588745
92,4ef4cf44ba244382adb90ad19766f042,La Ferroviaria,0ae6721db72a48a480254191bb1c432e,ac3b28d5e7e34aa2a0bd746ff9d68104,cf893d8cecc242fab453daef8c9dd86c
93,472006f25b114f5c8e95cdd9b533dfe9,San Diego,c8d0135f223f48c5bf09def7e2883ebb,b75c07c7a9864aa4aeb1ca3cfcc99109,0d855482e1f643cf88b08e33c998ae43
94,2487e30d139a424c8cdc2430082952a7,Rumipamba,72045ff817ca4ad598d8c8283955f2be,b7aa13d479c04d31a25b4018b6080e02,0b705bbb129a4ab5be92af8fca01865d
95,20643a79f1064a34b4ed666ac3fe99e9,Mariscal Sucre,cb2fc4caa9ab40e18862c58b5b9063ed,e7ef52b4f2a445b09f9cd55c1acbaa3d,af86ea86ab6341dcb746a8f36c300c34
96,d3b49df5961a430ab58fdc5b16441fb7,Chilibulo,219b215399724ef2905a68dfe208b778,534d10fe17eb4be19d309c2f1c4d6fb0,f804848c54204e199e7521242d9fb651
97,fdfccb379e4a44b69575ec8f384d7c14,San Roque,c412bd8afb394715920ec707b7a9ac26,e322d21ee39445e395ddd1ec9b186837,2a6fd032c67e44298ffef382c3830f62
98,f048273a1e75491c9423dc45f53599f5,San Roque,e280018ac1e345c881ef4b20414019c4,b31aae099f0147828ca8e81cdee5d48a,2d95ace0deba447787c1e8526309196b
99,1024925b90604b61b103afde6f183a6f,La Libertad,fa4f2e8ada284c6aa0ed657259de5218,e200ac9a6e784367a7e1e41e0ace4e12,e791e1ec443046468121227f95929ca1
100,b486ba28996a4ac4b5757cf9ac3d92ad,San Diego,f5612c0674de4e7d9d5e4cb0654d0fa9,2092b85624ff4b21a5b5c2d6ad65bcf5,fb88f9f4e02047a5a0532464b70a0ca2
101,f2de853c684b447bb667d225fc49f293,San Diego,06cac456970a4c5ebfeee6a60d17b327,bad74da46c2c4f5997cf48acd16e5695,f1230485dbf44fe7951d17f9d7e431c5
102,c87bf3e28c224036b696faf8b958cac5,Rumipamba,b854fa1769e24a14ab279212ef0ac48f,86ee327488314bc199410b7d2d77695e,85bdb28004b246569aec07bdc2011d01
103,c053ef1f31274f4c82308c797b2a8757,San Diego,47ecbbe8754047fca1e0b4fe7ec013f0,dc6287dc06d6430592ce48410d936f8b,47446e905adb43cc89ab34f937595cb8
104,8250855b1fdf4e28b206c3fd2f5ab967,San Diego,49a798331b1747699f0af57d6afb0ec2,3c2ad9ec13574232a3c978922d53d67d,5d7b7bf6e49f47ccb3ef79584bf5b852
105,6dc312c59e914b93918a714ccf0ed36e,San Juan,25a9b01dc6ad442e9c5fa25f93fed008,c51c17375eaf4ac6b753193d4ffdc493,9b5f1777660444f6867c928b0c695822
106,ed213e9f572d44e4b67cb249283e7d96,San Diego,d73ab59618b54c53b6d66695e004574d,45789f61acfa4e76939afa325e5d7242,8c3c88e37c984b6eacb450a5e69b5aab
107,7a55877f369443d9a5ebcab9a88ffccc,Rumipamba,6099310bfd384bd9a3b5417b6c040ad6,b4226d69be38466d91eccbfbb77d98e3,394cdb7ea20946a0b0e814b7cc2ed116
108,69f98fb191cd49bfbaf17fc383a2aee0,Mariscal Sucre,1e808b05e036417d869608f8ebebc4a9,e050c8ddf99e4b3cb15259e408d69a3c,e0459e5fcecb4120ad329809c01feb88
109,56ba2bfeb8ec426c8ec5ae487c86c7c9,San Diego,0a086689738948f3b392b4a58a5eb1b0,cb57a3d0bea844a0abe102d6dde59577,fcc101917da24fcab43242ce27fa6d61
110,6f7d34f944fd4fa7bf6bf4e6afb06a5c,San Diego,0d14af9282a4455b947e7dd3d343ed40,1166166b0d7b4a4dab86c5d15eac8352,ac9b010f912b4f1e914bca92f950ddca
111,1215c6f19ddf46e4b96bab1c6ed4431c,La Libertad,3762722337f34fb5a485ba1c7d43d352,c7e2b1471b2441f1a1242f59cac51212,567613f98fd04764ae49f22957a66c21
112,6f5eb242d9d048f18b8870902df51943,Carcelén,b629d8aec63140599a69eac2161e26af,821f1b96658b4359b00878023fb487c1,e302dc52440e4e5c88b9c41a0d6e22d4
113,371264e5accd49f6b646443ab43bc367,San Roque,3f435559d5274ea194bd90170dac68b5,6b9b1f4ab3124c5e8f6a1dc32b5355da,7c28a85b073945b7a4edb5d5c4c8a1bf
114,9d7b05fbb2ae4678827840275fbb463e,San Roque,93d06c936ef14bb491c26a9f5137ac67,5e8d00f82e17466790e906eb1d7f7219,8ca66458f6214397afcc7182eb5e5294
115,9389cdca4471458fbe491d3cbba7f85a,La Mena,12ff43c48ae148f1a2fddd0cc4e47836,1c047ee136f7499a84fea145e48bae93,32b690185a9c4428a001f911edbd527d
116,e3cb419acf5540489676730f6d88b6b9,Itchimbía,839e9fa723c74a7582b2290537dc5c2a,8c08553ed015404f9b474ebbbd1cad00,9d57728046324dc6be9d1e27f85e9f48
117,2587205122ac42248e0837189d86c2f7,San Diego,ba07f788a5ea4b66829b5d4668e100cd,7145c61876074aacaa03e849fa5784ad,604db532f31b45ba99db5f8ac171aa31
118,96ac376e18ae49418ca9574e8ad27f00,San Diego,1893ccfbbe244ee58f5e9a8295b0c3ab,25a8b90485864374a1fa978390d06fe2,a0f0bca897514f79a42071f3a5dc77b8
119,9b8b974e73f24a0e926e90c9847e2c18,Iñaquito,2c2ffd4bb17649c4a8da0d157e4aebd7,2ae58df967894ec683428283b4f9ab02,fc3af630b290454a8141eaeab670bfb1
120,acca3df63e09403ca9072fd3cb5eee82,San Diego,4c9d1273231647449c7bd882942172c3,ccb79ba876ed475c863f075a8299b165,aca6889581f4451290905833c96356d1
121,2b73b90e1b8d46ef888885bc8ffaba87,San Diego,2d73100493d3461d93cdc4a64367e4ff,97943665f6ab4a07a8ebf988701aca66,f9d46f9bc5104c2d839a75a36d0bc021
122,fce186f9af2c4e11a3368e681f513411,San Roque,d1023c2f378444c1bde4e23dff3a180f,8133bcecab2b49e781fd9914e69af236,a21bd3755eef4ea985546ade0cd58d8d
123,0bd80937cf3043e481c628a73fc52819,Ponceano,87a2511d260f4bafa33dffa82d7e60ff,167d76e237214ae9aa499ce828b1c77a,aab61506d51d406fadd07bbb52714b58
124,752fbed6f16a44cc896619f64504e986,San Diego,75b4c782a2b1447ba2d5289dd7923ab3,6b7730fa2bf848cd994237fdb69deb89,8f2531d78e2145fabe6dd348b442cae0
125,1db7040f564240a2a3b07f2c1c2faccc,San Diego,094c056addf240a781fe524219acf2c1,328321877fc5473ba6881071af543479,a1ee75e26ec14e8cae06162d538de506
126,1cbcc8860fcb4333acfae3a3c5bf1bc7,Comité del Pueblo,09d7da2c0945422e87e19a338ceb5801,6bd467a35f104c56b0a0f9b987c80be4,ef9517bf39764e6c8e9eef01deb7e34a
127,bc5110cfca5d477288b099a34d388ea2,San Diego,da63fdf3aa304a2491b816f18e1f64f0,b8a8a1159f3f4e1b8f2e0c6f85c6e42b,26c8416c1f5a4af59612060a7c99a1ef
128,b44cd01c5c5f443ca29b47913b66c177,Cotocollao,043c379a6e8d4f2593b7dd7772012867,35a9b8d93dc245fb92824e987c3bd768,abce0cf34a694026a6cb7a3cd48a9a33
129,9b9cb0605e73483bb6d7e4ad8f3c7151,San Juan,d677424021b04f0491aa8cf2779f0974,fe0078e5709b493b8fc68778f3b05719,30d6bbc424034296aada26f8f943c5d9
130,d3e8ed596f5547729099f5b4f02e6ed9,San Diego,31574188ae5d4467a9c5f9b00d5142c6,8e7e880f068648c18be4ede82817f1e9,83692006c200459fbc3ee703afc05f14
131,1a6496eede28402199660a01e94057c0,La Ferroviaria,06a9da95ce4447ee83e5a90865afc780,3f007c951e5c456cb7769e7e2fcc8759,c3c9312498594ae9bb3786432df0bdad
132,af194d4910854779a4e12d031aa44b19,San Diego,53f709299e8a4c058a0b4ff1217dbe17,d547f2b903644305bb425ce30c74b5bc,9f56a275dc14499fa1a9bcabd2c00ad9
133,5823be69f60e457cae5418180ba72833,San Diego,a5e811b3df1f479f9400e2b729465c5d,979f2acf6989444f99b4066904aa057b,102663efa32a40b8a01ada2b4b9a4791
134,a8fd3b14f1494739a60a0cf8181db1ab,San Diego,d9cd7d5fecad40de89808564296996c4,4b3c7a188b3349be9642ddaf7655afa4,11e96c8312eb4f8aac0f88f4aff1ea67
135,8ba50ea06e0f4336970783a35b106e65,San Diego,20c9f87984c54b05b2f51e1185ff821b,68f98119efe34ec097b4f269b4247dda,6ed12f1465614b2a8ba1b94de90dcf66
136,9779e4bd65d24c888482724c45bd0d63,San Diego,d4fa7b8e274f4bc59af6e193f799f989,e493f5c8c9694cfbbaf3c46505270632,e2328f03853c4797beccf8599f0f77df
137,cec4c4ed3cf9489f81f97bdedb5ac0ed,Centro Histórico,fde82dfdf744406ca6d8d6db7f65e003,9628dcf698da4564b88806c35a7c3a5e,a5f5b54bad6a494493392ffeb7f92525
138,f9dd4589476c4e239f5c76a66b0b7e21,San Diego,301b616207784e41ac524364c5e3c9ae,99a3fabd330e40c096c271d5a0b53c52,9b46e08830fa4633b767b6cdb2ac6fcb
139,6379ff5790f64ed4b7d4b850de94c352,San Roque,5e065bc67ce64570b05ae7dc2b035508,1cb5b625fa8743a7bc510ff9f165da8e,fa9f0b5471a041cba4b71022c5e409a2
140,76f53809e2b949319cadf1eac0dcbcc8,Solanda,682c94bea2534e688c9747dfdccbc67a,2d086b4c17964407941eebba206e1ff4,9cbab111082147868eb945c91b51961d
141,9aaf2c6e1921443e8dccd9ec3fa15a7f,San Diego,a263d8c0c3794d97b3e6f28fd0d70557,df3377a56b094128bd1e82f092bb05e4,ac6707d5290947f6899821947de6b52a
142,3e202187e41a40f39ba11d73927927ff,San Diego,fb5ad1adb1a54cf59c331015458b7b98,68b9853c6f8c485abfe8104b4ac123eb,116ee71298b14c1f9c119b6118a0dbc5
143,e32a39e94c7b4de9af64b2fa81dd86f8,San Diego,e994726415f848faa55fbc176eaf9c31,e2d0ce76b96642f894779ef856a6989d,502e3a4f11b94de9955ceec63c59fad1
144,c805a4098c1c49bbba464e01205b3f21,San Diego,8fea254c0fa642e3ae4b2fb48b1407e0,5b6dc97007f34233b9a8912f46b15f6d,0040d937e7fc4729a303ba1ab0ce8b71
