,IdCiu,Nombre_Ciu,Status_Ciu,idProv,Id_Canton,Id_Coor
71,eb77ee19689540cbb0962c4bae87a79f,Quito,En vigencia,cd4f4a6e6f3b45638dfc15870c726127,1df939e3f09a489280249acb63af832f,5729e39e0ac4450bbf30ad706d3b1067
72,d1642617049a44f0857a5e6bc9d404cc,Tabacundo,En vigencia,845c0e4573174d70bf7a367ff3df72d2,7f8053092a2245479695cb53821493c3,c4919073962046df94bd9fb805bff710
73,cc0097c1604541358ea29a0ffa3c68ed,San Miguel De Los Bancos,En vigencia,361c3220ae824e8f8c98bcf07321328e,f3a971c380d74310ae766ba8ee0ffde6,fb89284e9e7e47c884121a14c7358429
74,271cea8604f44437af57314fc2de4d6a,Quito,En vigencia,cffd939d72c44848bc973f9b042b01ea,67a83f4579bc431ab52cb32ade689f28,76c670abd0754ae4b2ce8b3a80370cc3
75,aec81d74749f4c7681b99f1eb0d5a9da,Cayambe,En vigencia,8ead8a1458474aa4b136817f3f36e16f,b443e5e7c605403ebcc2683c8cda2d3b,e49b362686764a478bd789ec126acda7
76,dc4dff9e30874608ae7c1e68df89624d,Quito,En vigencia,e3a939c00c3948ad98b07918b0d848a4,1955bf9853ed4567bb5a4f5c14e6829e,f07188a4885e4638aa7f8df0b9c2dc9c
77,5a329eafec5e43b1bae7457cdd33f8e1,Quito,En vigencia,f82c149baeec4a8f888ae8e4d194d1f3,0a9eca554e0443f29a8e2b6f4c8817e7,15d1b98abd1e45af98a5e58f13562948
78,78b94495d84a49f0bdbc1a1b50b456ba,Quito,En vigencia,0297a56a5c4248b2acfe86ba1998d19c,832b9847c1dd4a63b9b23286806989b3,cee216c899644570a987984a528a4eba
79,87ea9abac8814d899c715e91de77176f,San Miguel De Los Bancos,En vigencia,eae23f68b1fb454cba405bec5ff8c407,12f3d3e9c814457bac7e833e7898da23,48914d4596f549498a6bef2ec42a9a7c
80,7c8f26d67e7d47ab9983c399a16ddb39,Quito,En vigencia,d094f35fe7ca4c7a9543ba05be477be3,51eb47d0df594120a92a147703198b77,376686eb7a6a44f39d0fbe39fcddb8a3
81,98e0366be7264e919d32f1d9342467a2,Quito,En vigencia,56c3ec422eed433ebdf09110c41d82bd,6696c94766004938a34470069f36f9ba,f826c076f9ed423db5e03c864c452842
82,ffac8a25d93543f2a5722330b9c7d970,Quito,En vigencia,63e9722769af48039a69245dbb3dedf9,ca2524e3d0744c0ebaca5cf39553b313,381c6b1989c44d438fd1d270c5289b8b
83,a6ed7283259446fc86f68b169dcd59b1,Quito,En vigencia,3151da29041d4d8e85ab7af2f0edec57,2a5dec098c8f46179e473510b40f9c8f,be49e4944d824b44ba3f3c84a5c56412
84,24dfc135d50e4fd6847cf764a98386a2,Quito,En vigencia,688658c83a90421bb19dcda501a17a2a,baa5a1dee6334e84900bd963e96c0d12,c97d4acc371e464590ec1f3a18919358
85,6407cf8decad437686c949aa8db7c99c,Quito,En vigencia,1a3bc1ddb617411b9bf5f3533b47dd35,61606b48731d4a03a5d3f2409dde45e2,32bbcae6b3314975b82e7e3d3041ae75
86,2e5b3ee39eb544ab97e23da76f58fcc4,Quito,En vigencia,edddb04988f24903b761b714e3dbf6ba,3c19e7f8e6124c3faf1653cd026c84bb,d610b30b7a0945e9ba9667f62917ca96
87,64356d1d40864bf4b785d8c24e33cb6f,Quito,No existe,1f22065971764c21be615c92e66951db,3ca1fe26e48e4066a328dcfcb544a1b9,7010e0a2aa934ca6941f65f28725ad9c
88,418460c8ce20426b8af2ec08f4bc59c6,Quito,En vigencia,13e7fad19fc44afcbf60ed24a7dbc93a,e0877956b75048babf2af87b47652c57,31408ccba3d64b33a7124a07d2fe8cf0
89,24bc84dce3034bd5a88aba96ca21575b,Quito,En vigencia,83e97337ae234e55a313de5ee3b67a2f,1ee2cfbb07a84708b2334e36b1511c3a,0285aa91739743358cf348ac07f60a60
90,dee484a446ae4a3d9ad01341fe5622bd,Quito,En vigencia,4c47368c71ca4891b7789d954e5795cf,e350b99287ae48de8d91bd56b43504ef,48224025b7214a9bb6fd72487d6de17e
91,c78f229e84f741bc9e49560bb9bdd4d6,Sangolquí,En vigencia,fd147ea7722d42408802cb0f2695a888,2e44c7d3b86f4866874c93db673cdfbd,d2f47c64b7184bda956a55ea74cedd69
92,9bf243daebba41df85d0a9de73618132,Quito,En vigencia,bcde86d8d29b4b4a89fc80f1b102e32d,99bfd5b3354141caa1c7b0bfbe387ddd,0059528cfd254527b5e85d04384a125a
93,c2f6a4c5819b40269bfac2ff6d0c2983,Cayambe,En vigencia,286f3a43bafc4e70a4626b999dacd5c6,d81bd8ec2006464a92ee951bbe587a99,e786e4d8cffa4fd9a3c79a15fa3c964e
94,961bcd4af783488e86f4e26b606fc487,Tabacundo,En vigencia,9410622985e84c6a93cfef413450d931,0ee98be85d4d410c83a984e348fda7a5,ce2a413c71f646129fee6ba5795ebcce
95,285f908bbddd4acb816d32c2b76ada28,Quito,En vigencia,75111832e0fe4b10832897a17a55bfb1,24b93d1a9e554188932c31464d088428,879880c05f774a648cf4eb9cbda9616e
96,d5633100aaeb4f9b8e8327e862de5f45,Quito,En vigencia,0820f74df5734e47897a80791b6e69eb,3ce9a7da093b49e8a5b3506d62ffa4dc,c6fd77c0294f4911aee03f63ffd72dc6
97,18fdb29b36ed499a85d50d85c535218f,Quito,En vigencia,f39c9379ee864e56b643b1b0f443df65,a19bd34227174b29b624cb3389a53e16,d5058d8143874921ba07adf1f9ae0dfd
98,c8a67e5cf9ed44bab72e096ada2f4927,Machachi,En vigencia,4b4ea618bf814fb4b8c84c9f437e21ce,2df0a4001a6741f19b0731d17345a5b2,fefc2c3ad1664b1db3c992425a01eeff
99,df9987e3e00c4af09bfc0d037e738601,Quito,En vigencia,115a96bf0c7d4e318796fb7a94f7d1eb,3675361752354ed4a404588496a201d7,9b8f934e0a8d441ba7f305095a110f6c
100,c025dad93c744cc6a22ff34f62d1664a,Tabacundo,En vigencia,4e1667e6185847df926d7cac25c774ad,820c8e9e6f6a4046934b07a1e3b36bf6,7eed9eb5d3b841b585ffdb35d01bed22
101,5476825d24ea4fdd8bae1303c07cd906,Quito,En vigencia,f9a7757eb7a9432cb0a3f9243303c9e8,8fc61870115542848a70726728ff8e5f,5f77bd87500a4d23b4be602789e7e87f
102,85cefbb51c1e4cd3851df0a732e0c188,San Miguel De Los Bancos,En vigencia,fee20902cf79490194b67b2b5964fc41,798236d5486f4c87b7124a05dd54cf63,d8618bbad4674273b00aaa0847d023bc
103,edc128d5bcf14de097de3bfbf1660dca,Quito,En vigencia,1e3406cfebda41d6afe352bafc317111,426f1220c5664fa3a7424d158697be1e,90ba0345dcf44ee5bc0ded1bd2643173
104,f934ec40a81b40cc816a75e6050831a5,Quito,En vigencia,e3f7d1021b9542fe95e3d25f6f703441,50f2aef6e4c14356aaba7fffcdc757ff,0550f738f21a43c4ae09d8c280ddbf36
105,8b8ba0fe97a04acc90ac11d9e373cc88,Quito,En vigencia,6ff818b48e354a2eabd83e41c978ab31,aaf58f48e79b4ab58c54b806f6a7fe38,82c8324140904b89bb81a36c299b4d32
106,11dbb9a6446b47c89dbefe9400ff70f7,Quito,En vigencia,e2c25fade01143fe9404ee2c7842707a,d862b9e9f3ed4a988c06d4e311d410a0,e5371b08f10c4c23a2d6bc6fbcc6f1b8
107,1220cebc17df4f41b19d21352a627a26,Quito,En vigencia,1e71e5e3f3ea4f509be2a0e66e262a6e,90d8900341f94332bd984bcb8a2aa4d4,a2a3c4219d934dfeb82228e645771796
108,df8c898fecf24a289bb200f4c6bd396a,Machachi,En vigencia,9b09fd02f0724be5ae33a2bc852e800c,25024642b8f74a43b88fb237d443686a,77ebf400075f4beaa2032737070027c3
109,a00ff26187614f52aaaf539f4c99961d,San Miguel De Los Bancos,En vigencia,0999133aa5e748be9a6453eafcace06a,fd56e50e8f6d4883b2f265b2e67fcba0,26706119812442ae8b8c171ff4a4f781
110,5c6183e0467147f084a42e716e0ce6e2,Quito,En vigencia,9c113842ffa04c5b8525a78d42da1d2b,2838591d9a7a4e798d88b7b120053fee,a43d3e755fb1444aae1c38517331d282
111,796f4d9e498e45cba3241b26485a6e03,Quito,En vigencia,7686811f34854245a91cb011d98cbca9,abcc036827ba4ca4a1392f3436dc9ce2,5ded561f3d5949759866131df42ff8a9
112,6c3abf97cf3e477faed55458f807b716,Quito,En vigencia,0ad9943356404289b752b36a2da69571,ee54fb9230dc461880d148d898133d95,03ba0d837b8740458d68b51c9942e8d0
113,234ad15f39d94d08be55218469a2759f,Quito,En vigencia,03c99af37bed4fa0be73284063601d47,5864027b199241e8bca5a7ae27067b20,177c60433b6d4eca91ea2a4eebe9993b
114,d76bb9817357497bbc22674d1911aab6,Quito,En vigencia,81599798af554431ad720477b2b1d4a4,cace4fcd7a0e4b278d331e91144718df,c29bcd7fc10447ff906ac1b25d5ccb6a
115,0b3fb4fea2a14c3fba1aa65bba20029a,Sangolquí,En vigencia,0c2e60ee555f435f9f6248ed20599bd7,6114f9cb77094828883bea2a9637cbf0,fc715fbae63847b1b3fbc5b24be4041b
116,33c740337f3349d1951bab5033812401,Quito,No existe,5dd9e1670d9e4e25aaa4f239e396bb4b,f73ec904c6724e87a2542e8ba59cf828,a1cb3510f27240a5aade3a4b218b1452
117,17befccc262941c58574655e7eba11b3,Quito,En vigencia,06b1b2b8617345018f390390352eccf3,0ac1848d981f4d3bba8e22ca1f032929,426cdc58a09846389bc155c3dddeab3a
118,ea55e9ec251e4e7caa0a9bb4991062ed,Quito,En vigencia,4a68ad1f9bdc4922bb0f870ce3b03895,720ff0d63cf84ffe99eb407399ef6540,e9b7171379184799b832eaf4c071b2e9
119,c3c0b8e17ad2451cb92e8837d407f003,Quito,En vigencia,d7e15eaa8af649c59d3c8e6973032442,a4146ac29a6647baa189ee98181295eb,d6d32fb76833483bb6b7b42995032944
120,ffd583e15dd6443f9524fe02ee330544,Quito,En vigencia,48ff910cb234480d989d4180395833e0,f65ef45e798d425388300f6e1d7ddad1,c45a6cf11ae14d9698968e7d055f116c
121,caf955625d4f448da4ce74d8fc02421e,Cayambe,En vigencia,310f0abdaa71491fb8dc05752216396d,18b04782722b4adda19e681897c71240,4b6011bbac234ec3aed1439f0172d074
122,d6fde2c5c7dd45279e9de29007a83394,Quito,En vigencia,5384a78b4e184d218d1e8d8778daf16b,475e9589187b4068970a1b10c37afbb5,3b1b47743174429db2df4bedf526c520
123,eac58f84362b42028e0cfd054efa74f0,Quito,En vigencia,6c1e0e054a3746a4b9ad80965050ad32,8b17c51d9a63407e8983b2a9cb54a635,227a435f75c54c2892edf45a3155906b
124,4af74990e03b4d44ae8b507c5a0a7195,Quito,En vigencia,343518e044d54ba69e103001969bac9f,8cc1adb79aab47ea9da5ae7cd992e42e,3ba901b830064610a81725bfe7414de2
125,84c21b848ad84b6eaaa4a61768d6fda0,Quito,En vigencia,047584baceba4255ac9c021bdc2f219f,76ae643dd4e34777bc5d6c88bc1a397c,3f01312af79840d7b76cd3443fe1f6b7
126,d530f347cea64379aefd4ac2656bacf5,Quito,En vigencia,ac5367560de44510813e7d19d209c81e,567a490aae1a41c6a1fb3198df8e2ede,533bce082a464b0180971da8663a48bc
127,a2ae9ae60f04499ca4cb5795b685f71b,Quito,No existe,9e34a9aabff84e8c8920f04fc3f45ab4,c5ecaa4baacb4a73b8f00bda2dac3e1a,3a8503041a904f6194816779e1c81d04
128,737415d5f80d43a98bf7a19649618c44,Tabacundo,En vigencia,571d11a7316546a7a2f62430cf4bb81c,82313776deb342b7ade4639e4f3a3dd8,d6d6e2533a1a4c2ebd9b1386f1110952
129,8be9ec0dd6324bbfab0cf9ed3127cae4,Machachi,En vigencia,e8d6da7fec174403947a3e13f635c7db,6cc057e22d3345fdb8fea8573b143f07,5f3d84d9c4d14dafa49396bacaefdc5b
130,68a02978b61f44b797ca2cfeaa9008f5,Quito,En vigencia,f228d8df063e4bc499dff34f52771c2b,d1c7a22807114521b434fc5f9490ffec,4fb3e3ce92954e308473cb1014ab4c02
131,56288489776a4bcdbc470940cc87103c,Quito,En vigencia,e40a93980e0d46b3a09db8eecd073ce8,0e3cc26712094ab18f430bf988bf872a,24a21f8bf1cb4cde9b8ef7765db35859
132,4b636b52b3b844d397fdf30b6ced21dd,Quito,En vigencia,e6dd648570f94133bd4b53676ed35486,ce6f44b6be934759a7f3779d6d4ebf48,9019df0333554ffb9ddd5d675acd273c
133,9ea2601d6f8f449285e64a7508be1267,Quito,En vigencia,42642b08811d4c5187ded8562caf88d2,bdc9496f4fe14b1f857a261686deab14,d069578e59a74011ac423d124e2a4058
134,e9a5f5620e074d1ba7aec43f969dd230,Quito,En vigencia,e71687d31400439c8abfcfdd354ef500,8e7b14f68e954661bb976700071d6a90,6f02f7ca1f204d0183924d4e1da435fc
135,e534644de46b43ad873e97f374d44520,Quito,En vigencia,dc7e944f542c43a4b0affcc1546e0ffd,b90f92de16c9482e8e50ad8d99071fa3,52efc8ce9a824fd49bb43270c96a1312
136,4e1c5b57660647489648f8eb0bc2946f,Quito,En vigencia,bbd8e3a365aa401881a41a95eabb95e0,e229fe50339e4be6a91596cca16fd900,a3028f5b4c234e60a2715a22b706434b
137,b54b0bedc824406aa20021bf8ed261c0,Quito,En vigencia,980acb5e54e84fe180095d7eff9f3b16,de4206a27e5244108b7067144d758221,178efe62adfe44718944cd55d3eed75e
138,490c227d53144018ab660281cfd59007,Quito,En vigencia,0b661ffaa40846b5b735a2addd14dc8a,3398b572ab9a440392fca9dd5525515d,1e6d096d331343cc90525a670ec327a5
