,idProv,Nombre_Pr,Status_PrId_Coor,Status_Pr,Id_Coor
17,596b5a86d0844d66b621637d8d3d4e37,Santo Domingo de los Tsáchilas,,En vigencia,f6b7c040eccd4309bcaf2a18c1cf4f5a
18,64c0cfe7e8b44fc7a9c848f9e3516b64,Santa Elena,,En vigencia,e2fcc02f512a41359bcce4bc430006d5
19,7c6cd1e910344d858803cfc0d72aadb4,Bolívar,,En vigencia,79ab838d0a384bc7bead085390a5b20d
20,aa7212199560476090b773c5653ebf57,Santa Elena,,En vigencia,c4ef37d1df9b4165b82df37ee66f3816
21,18748485b69a40c19c1af75c34bd8f5a,Orellana,,En vigencia,a48d001685634c94949e04239c4668d1
22,be5e247f98ab4c43b3cc4c50aab5de82,Esmeraldas,,En vigencia,718e84e7bca84343a7a50b204e8ccdc0
23,532074a184484c98813db5793e3c3014,Cotopaxi,,En vigencia,f0533489e46542b1acc5c46ad8ca7345
24,5c30d751676e43eda2e32d6135123c2b,El Oro,,En vigencia,444c0d34578f449eb6b58a13c22ff2bf
25,1a06c32d7ce5418987744c1e2e2bc8f6,Azuay,,En vigencia,968dea7f639b45cc8f5f211de215c6fa
26,43ffeeb6e1124db386b6e23cb0addabd,Orellana,,En vigencia,24d4708e1657427a836422742f8c8dd8
27,c2fc965243044aeda95ad0cbd77d25c2,Morona Santiago,,En vigencia,64336e369e7a449c8d269aef454d5e6a
28,4df1218fe3dc4d1dac9246cea4818487,Carchi,,En vigencia,22b1b80a5a78448fb44b5d124fc60f09
29,7efc8256f8204aa4bdeca5bc6b6b7023,Azuay,,En vigencia,1789def4824641919e8466f0de42e5be
30,e0a1e2c32d37452cb6e6f9abeb545e2c,Loja,,En vigencia,2afebe4617b349d9964ef030a5727619
31,c80410886f2d4b049b9d28f0d3744ca0,Pastaza,,En vigencia,7608a00e95ae4532a2f63dc02745b06e
32,6934dd864fe14095aebd6fb93b7f2877,Orellana,,En vigencia,4f5cda8fd8284b2c87065b654e4009c0
33,86b27458019c4476b5523df3ec3e3c89,Esmeraldas,,En vigencia,51f9eac2d9e94182a9df3e727d5ad41d
34,870474e9eb84406db8a6ca7da144d278,Carchi,,En vigencia,ce5e1fbaeb2c45078ee602f872d5f6c0
35,fc10b00cfe5b464b8e2c9e3f9d7952f4,Los Ríos,,En vigencia,bb924a01631e4a6da07d42259118ef11
36,a456a72cc9d34f3ba920bdb83b861d9d,Pastaza,,En vigencia,6b80c97b9019433e97c54a572054b55e
37,40f7848204cc4cb0b10aaea0ae5a5764,Pichincha,,En vigencia,f0dceb975571423b80e84e13dbe4f383
38,00d0366f6b8640309702f005806ce8f3,Napo,,En vigencia,de45bf635a5540d1aabc76d407f24972
39,43ec18c021b242ff8e7226e0cb1b95fa,Tungurahua,,En vigencia,03df822bf20044cca969e559c278b10c
40,e68374faa25948778a9251a95bcf3552,Cañar,,En vigencia,c8769dbd00b4436e8257ec8ddef1ebec
41,13e01aa6b0034d68bea3bd4f80a99e76,Cañar,,En vigencia,045fd9f13bbb4e35ba15233ef7bdbcc9
42,2fb702f85db64536b04ac99f89c0a246,Santo Domingo de los Tsáchilas,,En vigencia,f0768253f6ba440f80596c864dbfce45
43,ae700470c1fb4f069fa4ef3a0c085365,Pastaza,,En vigencia,e2ab8ff573f8445189951fc1ba5dd95a
44,345abb6b3f57460c84c35ee916005ac6,Pichincha,,En vigencia,7bbbff8c0c1441d99226d5ddeab6df18
45,c4d246f2714e417da19d7bc368d1eb18,Guayas,,En vigencia,1faa60386d0e4b079fabd650d3ceb41c
46,5f01119c10bb489fac7d02da619ab6f9,Pastaza,,En vigencia,243a6fc7a1dd45c48ef408ac8e7b1fcd
47,3799ee01ef2f43369cd99506b53e1bea,Pichincha,,En vigencia,d6cc7aeada7f4eb19f638ac9cdac1e92
48,1137e6a554b84e04877f068561381fe8,Carchi,,En vigencia,e5d1b638b19d4a6bb810034749ae6ae9
49,f46f29b54d654e899b9e264fd4c7f251,Pichincha,,En vigencia,52ea638442a64522bc965210ccadc592
50,b850f42471ee49688938bea3169379ac,Esmeraldas,,No existe,41a4bb20b660451cb5fe5dbc6583a134
51,961598b82ae64927b67e31355bb12461,Guayas,,En vigencia,45f86f396b254b6cbec9002a265e7e6a
52,7f80adf220d04d22a7e2de5b1d5ebab0,Zamora Chinchipe,,En vigencia,93cc88132b484fa58220cb4290af28d9
53,ea1806b1ffe843609a977da44f0c5617,Chimborazo,,En vigencia,0151c1e9b5b84fbaa94cf039332f7618
54,8d38315ad93248119c3b8407d8b22122,Morona Santiago,,En vigencia,2e547bae7ae84a12bdec439d70947540
55,c3e5adbc251f492f8f9367ae9f5654dc,Santa Elena,,En vigencia,df507866eac24a31b191b570a0419020
56,d3ca3d06cd334e799231864054b463bb,Pichincha,,En vigencia,441590c3d3a14b659c5d9f42dd7cea20
57,4a5bbe132c7a4661a77f93220568a3da,Chimborazo,,En vigencia,4f7f11aec4e243869cc68ee84499bba4
58,84190ac56a59485a9b28bd963a305426,Sucumbíos,,En vigencia,b442336592bd44119906be4eb668d914
59,2cbe811f559b4bf7ac3911f00c88b10e,Tungurahua,,En vigencia,b9c5902c67cc4a22bce783239a50ab32
60,950b8da14743416c88a6b2a739d2b5c4,Azuay,,En vigencia,5657b6943fa34a4889a32227b5048805
61,2b7a15f922bd498b97e428242b25096f,Chimborazo,,En vigencia,a2b2b2fd2c8d4cba8343acb60ab6c95a
62,20c1783053a842b783f8c5d12fc72030,Pichincha,,En vigencia,58693f63b15d493ab34d992b246ad35f
63,873b266990154d728d3349f12aaa6602,Pichincha,,En vigencia,66dc0a290853440a8449dd6db3e1bf61
64,a9db8d3537c647769bf25195737b5055,Tungurahua,,En vigencia,42cb3d2c6637418487f545688c941a9d
65,050de9d0506841f585e4795a0aa0e48a,Pastaza,,En vigencia,3b1be779dfa840388448c2c14ca1076d
66,082782ddd65f4118b69a2103c092d420,Pichincha,,En vigencia,f51fbfe21f2c43cfa8d851630d949cd8
67,3caa35c5316241c8bdc3fc9e4cf2ad13,Cotopaxi,,En vigencia,47e743f59eca48c5ba9a52a6819d2cf3
68,d205ed18f6714c81b6a834eb66a7acdf,El Oro,,En vigencia,f4a513c23aee415aafe0ff878a36c704
69,070da7208fa64569a49eb01934bc2cb5,Galapagos,,En vigencia,011503d0ee64459ca6b164a1fb993e85
70,1b72e4f5c51a4354a37ebdf6b326ad2a,Imbabura,,En vigencia,2cc7f6fa242d4ce6befa55ccbc11c434
71,86efbab29da940bebef580ce7b409a53,Napo,,En vigencia,4a3382b474274f6498de641176ecefd4
72,1f8bcd38d55d4a5cb00ce36e05b41ebe,Pastaza,,En vigencia,734fe0ea55e342c1a42244f114d6f70a
73,a8bc51f2911c4cc1ae087240ca3e7408,Azuay,,En vigencia,ceecc1a0aa224668a1959fb9dbe0686b
74,3d5e915af3e44debbaf46893da9504d1,Cotopaxi,,En vigencia,328784b4bc7849e89b4707212a94e7d0
75,f24e59a4ea4542fdbbe0b12ab73cd6b5,Pastaza,,En vigencia,ddc11aaa4df247da82635cf3e9ffcbef
76,fbab1f12d5ce47ca8e0938afe5a76dd3,Pichincha,,En vigencia,e33c9c56a2ae42d8863649314375af2b
77,4faf8aa6314144cb88743c8a5705d499,Santo Domingo de los Tsáchilas,,En vigencia,6d6763cc9db14e40a902c20b0d23e427
78,6c5458897adb4d6195754d00d4e8be2f,Azuay,,En vigencia,3cdefe3cf48d4e17a38b9827cf5e6b07
79,180e1d00e6cf4b0dbe8ffdbf50bb811d,Sucumbíos,,En vigencia,28e94ac977b24da9b715b3846a6729f2
80,d81612b2646f48e79fddd2d937ccc64b,Guayas,,En vigencia,e00bc368b7444bd0900b5ebb6311769d
81,59b8d26ee32f4c3ca5295b464c03c219,Cotopaxi,,En vigencia,df3dbd72546e49a7806a6f260359c58a
82,66d16721ceda423baaa3ecf7838a6a7e,Zamora Chinchipe,,En vigencia,83db5b6ce16e4827858faa32c2293b7a
83,2913af79ed024ba4bd13faf686eb938c,Santo Domingo de los Tsáchilas,,En vigencia,48d0eafd035045fab70c90d057b106e0
84,2c5e2e941e584a229356189fc3b6aee3,Pichincha,,En vigencia,5d1bd3ac329742e5b8445fa8fd584dfc
85,33543c7488a5427d84f6170bc4f7c29a,Los Ríos,,En vigencia,68b49503214b4d37b4c997345ba5cb82
86,94c540668d4344a586b28467302ab0a0,Zamora Chinchipe,,En vigencia,0d02d836075a4512baab97277e2e7fa0
87,3cfa465726644212af3f8fcde81c43e7,Galapagos,,En vigencia,ffffda150d3145b298fb4a931228a742
88,16cf84925bbf4ca2b9ad847a2375343e,Cotopaxi,,En vigencia,9662ea9ea7544da0a224277946130071
89,62818cf3223f42c29307b1e82131543b,Manabí,,En vigencia,e6e933fbaf0d4cd59dc31f98df734365
90,dbdd49f8eff64f20b47e675a9da4bd97,Sucumbíos,,En vigencia,2eb5c7c3682b4a8b8f4fb1a02e21e975
91,2aa61abd1a424c8ca41d2f330ba8669f,Sucumbíos,,En vigencia,ee949326c3e948d0856b79c40194316a
92,3053edce14b04ac9ab05f22257491e32,Azuay,,En vigencia,90238431277c4b50bae35a367b7a1b87
93,4c2491b6d81d4b88bf42a0fb9873630f,Cotopaxi,,En vigencia,06f210aabcfa4f9c8c361c865cb356f6
94,c7f6d4592f1549ac88f37a057e5b3a0a,Pichincha,,En vigencia,cbdb3360e1954efdb09e3a4d8942b86c
95,ca14991661ed4445a63eac435c09f6ba,Santo Domingo de los Tsáchilas,,En vigencia,60b45276795145e1829268e42b283502
96,fa00e56043ab44baa7e2c43527791bee,Guayas,,En vigencia,290af2d4e63b4d5893441d47ed9c0724
97,a6b6afd693b746f7b9bd06814e670553,El Oro,,En vigencia,5b40db11198c4fc7979881a57fe14116
98,a7b45821cf1242be9f910b012502ab59,Tungurahua,,En vigencia,5d28e78bb4c84623b55dffa0e470f1d5
99,0c19fb6f9a484c98a159583c48d50780,Los Ríos,,En vigencia,b6c6e0e1e27a4391a9ea0f2deed6e874
100,3c9b217ab9c345f89efb45ca9d55c28a,Sucumbíos,,En vigencia,f659f924f81b47289deb87c51c78fd0c
101,7242b1281feb4b9daf5ab368f822a744,Esmeraldas,,En vigencia,3a2ce1585a484924b3ffbe4eac21d69d
102,0bd7a6f2180b4ff2a6490b4c5b3484b3,Pastaza,,En vigencia,08b522e8291c41c9a7a9af6a890f8412
103,6719d409f5374655a52bafaae972a8b1,Bolívar,,En vigencia,e10b5be737344cb5a50bf9ca5a80bba1
104,b809a0d00deb45dda93f0f0786c96806,Guayas,,En vigencia,1aa6b2c7b9d34cdb9a3839164adbe9a4
105,63f99224e5d744b9aad54eaf13bd241c,Pichincha,,En vigencia,733a3f2cb9b9487f9bde341c0a360281
106,08621609ec754f4dbe4aa2c8cf079293,Chimborazo,,En vigencia,2e6793db62a7488db9a25a37ae957ac7
107,8ad32450f4b94c929fb3a62322784c99,Santo Domingo de los Tsáchilas,,En vigencia,5bfb168a48644729b2adba0db2a6d598
108,2a5df784a6ab4de0b33fc67c83f5c976,Cañar,,En vigencia,011a9e1cd04e49f78106f7bd1dba6bb7
109,45a86383826045959f9eae9c592b8983,Carchi,,En vigencia,a8b9f2bc14454a6496aa4e481674f890
110,4ee24ed76fa8422c9e531e0b881b31dd,Galapagos,,En vigencia,feebd0842495488e8281122fa1f0b079
111,5b2036219511483da69f4c388a1242cf,Carchi,,En vigencia,be540940bb984ac3833daaa406650449
112,98c95e4239f840c780094e78eb64e3bf,Esmeraldas,,En vigencia,561ca0ea92dd4ad3af1de3e779261aff
113,3583aad6917846eaaf0400d937bf1de5,Santo Domingo de los Tsáchilas,,En vigencia,1cd974d8642741f7aaec6780f3de54ab
114,29e331fe192d465aaf3a757e67a3ea2c,Pichincha,,En vigencia,73ec414ac0dd40bdb41fe1d402ddb77b
115,260d0f089ae44c66ab32787eadf36d10,Morona Santiago,,En vigencia,cb13beb9852b4e618123fb07ef48e012
116,224caac0601248c280f5e6bf25c5fd7b,Cotopaxi,,En vigencia,c68fc32310c048739f0259dc575671a0
117,5aca078342634e17859a48b70a86180f,Loja,,En vigencia,ed88c75f75214e14971812525dfd9f2d
118,a5cc8cf0ef62451db5815e5dd20f9332,Esmeraldas,,En vigencia,50d728e63a934a57ba8a957e8efe36f6
119,86597eacc0154b14abd123673888afcd,Zamora Chinchipe,,En vigencia,78009cbc0da04fd590ff06973d438ecd
120,e6c91e14806741269a7a39de91fa345a,Pichincha,,En vigencia,b6504b5237a34294a92412fc2c8ca181
121,0f29db65f8444afcb026ec64c0d84c31,Manabí,,En vigencia,1a094dfaba714a69838bdc2b29085669
122,3f1e2051c4a54cfc97662719030e9acf,Cotopaxi,,En vigencia,1ccb1076174d47c7b81e460e1c3bc1ef
123,4cb7b56fe7664efc9289f32886b26fb1,Pichincha,,En vigencia,f133c5602f5c4411a956867978af39c5
124,941796c3b3014ef1b3b3e59a77388f8e,Galapagos,,En vigencia,7258c8b88f824d64b266b51d42c17b26
125,6e92c3ef535f4f60a8edc141aa4e40de,Los Ríos,,En vigencia,27754862cc8a4286b40bf32ec8307ecd
126,876c616d06fa42edb3e92532da51383f,Orellana,,En vigencia,8cffd5c7b0cd4b0ea15f6c18a64c4462
127,5b872e0ef73249d2976686609af26973,Pichincha,,En vigencia,d489b9dc3d6343559b51f5c289b9a11c
128,e06a4fc72cee422b9218fe0879f9fb09,Esmeraldas,,En vigencia,4b5c85889b574989b8b8c15dd51ec37e
129,d3d7092d4a0148699491cc11e2b3c80c,Sucumbíos,,En vigencia,c1cc160c28924ed89d06b5b0e01d4ad9
130,957514ec5e424f40ad88bb387ef43c4a,Pichincha,,En vigencia,f418f6a396054a938d9d3c15e495c59e
131,b7993c4338624a2596f5f0420d9a3f77,Pichincha,,En vigencia,f48753f3cb9a48658f242e4eca8952af
132,8b7fc57e04444cbe8fae667cefffca78,Los Ríos,,En vigencia,87898da6851d41a89cc1e6be80765cdd
133,f878726303094258ae6e51a92ee3fa56,Carchi,,En vigencia,09bbb6ffb0354de5985bf54e6bdc7846
134,95dac9f6f78a4adaaf63fd5d1946ebd3,Tungurahua,,En vigencia,6c3aab6b22db405087494e510aeb3168
135,fc2ff0753b664f908ca0eff62c6f187c,Carchi,,En vigencia,e2f3a0c8791543e98e345ccfeebc3a7d
136,056adba89430434fab6786cba8662592,Sucumbíos,,No existe,e0671449126941439021be2fcef6dbec
137,ec78a3854edd42dda4ca760d0abedc4c,Sucumbíos,,En vigencia,9c6ba289c75b4128bc2ab4488526c954
138,0fcca9cb85e04f57ab00eb8192e7b833,Loja,,En vigencia,bcd38f37cfa24811bf88c4b25fa3ad9b
139,242fa6772b964d03abee639a33bb3e41,Guayas,,En vigencia,242b8cb8486e45bda8baea706c2a3dc5
140,96c3deafe9984109b7db405a197da60d,Pastaza,,En vigencia,1bfad5f3ad7e4c1e9e885f6f58be5e24
141,35e5a646f87d4c56825014fd6b981c4f,Pichincha,,En vigencia,69316738d0644b2b96be0dcade2a8308
142,41d29151cb07443799ede10df20ff36a,Pichincha,,En vigencia,76d81fafcc5642d48a4f53211cf0543a
143,89462e94930f4c739a2f1ef87465b23b,Loja,,En vigencia,be157f0c8bd24f29aa4b7bf70d42b860
144,11e96164ce384079b0b71d29466ec25b,Cotopaxi,,En vigencia,a7f2dfe2abf143a8b0b37591c89b6e66
145,ff00e59099d642f98b8aa59f464c8fd4,Morona Santiago,,En vigencia,a8d0ea6fd2794ffdb928f4cfbfe47695
146,013c1466857f4e83896d8512447a8c37,El Oro,,En vigencia,94653a37313a4b74992c840ca6a01e87
147,7aabb3e4e2e34806a3c2f0505175da8e,Santa Elena,,En vigencia,3741285242694969ade866f80780442e
148,1a382514f3544b3ab60e08033b77ea28,Pichincha,,En vigencia,469eea19a2c24c49b32d4b6c95938934
149,c7f818e38adc452f9025a927efc69322,Santa Elena,,En vigencia,6e8a239bc8424b35a19d47fba0bfa162
150,d2d3b5c0caf54597a1825bc685d5d68d,Santa Elena,,En vigencia,e6628610bce942d1ab9ed0187b685db0
151,4268253f36bd46e5848af8ed373c76ca,Pastaza,,En vigencia,af449b2fa454477e856a494b21a99794
152,13ca27409e6c419197bf88dd6c7fe249,Orellana,,En vigencia,d85e9799f3754afda14489fd1ea7bc9a
153,b9b0b50a714f4a5b91160eea49a7b8d6,Pichincha,,En vigencia,9785f1a6edd2470f82f61e070815d4ee
154,ae93488e559f4a1a89ed5a0f7955e206,Pichincha,,En vigencia,2c3a9336fde54412861b3e60e7045fbc
155,3d76f394895c4a4b93071001046d51e9,Los Ríos,,En vigencia,7677b9114fb9489eb96b73bc522c2a2a
156,2dd73b56c99e4059893e1ded197da5ec,Zamora Chinchipe,,En vigencia,d022afbe0ac544e8adbe27f0a6b99c70
157,6a0cf3f95c07427a822afed54eaf9588,Sucumbíos,,No existe,14549363424e458e882300fac53e149c
158,e9a4da197c534ee999cfa262813fd911,Orellana,,En vigencia,2cea7fb6198447d8b3ec0e1a8359097e
159,2415e8140cef42c5afa114dff2a46177,Sucumbíos,,En vigencia,ce1be8d1b9494f9cab192665984544d4
160,3c19457655ba4db882beb62a68fe3c66,Santa Elena,,En vigencia,c4056dce9c0a4f9f9f95692c68166a7f
161,9dfe6cba03c5448598ca69aac27edf09,Galapagos,,No existe,6e414e4d9f824ad4af6a0c4169d6fed8
162,8233f66071014c95baabad1965af89b0,Guayas,,En vigencia,c65c35d32de14be1ba95d2b2b9af2e98
163,9ed2c5533c7642289ca61c85bc104012,Napo,,En vigencia,8d4eb8607e7946e9aba2c9184bc3966a
164,eb2cb3a78e364ad19905fdd618501d54,Bolívar,,En vigencia,19b9cb36ca9949edb456dde3f63497b8
165,4c5a4e91196e4a16b734d1240a9be4d6,Pichincha,,En vigencia,11284f3294594dc88c4f5aff6ad2988c
166,f9a04720f7c4409ba74941bf56ab39ba,El Oro,,En vigencia,98b26f6104f64ae8a43a4f22a1ec877c
167,f6e9b242befd489587fb0fb9af9286df,Carchi,,No existe,ed737bff366a44d1af4452495b8daa4d
168,67f1bb7059f243089f7d6a9a48598a14,El Oro,,En vigencia,5a91f056e0324d6a8c6d1d336516eb59
169,5dec7320b1b44d1595c6a533d9b87167,Cañar,,En vigencia,c3aa83639a4d440ca0587eec4b29435a
170,c03f902d90a74bf09d7bb4bda614511a,Pichincha,,En vigencia,237f7676f2c447cab9df35f17c1a9e71
171,c60db9abbfe74f79aaa11cf299388bec,Imbabura,,En vigencia,9f8dd4bdf9164ce7b8f4703546f10260
172,79fb9d57d22546168290bd87d5303926,Pichincha,,En vigencia,163f5b7e4231475ab15bf57048c603b3
173,01c74e83f755448eb4e7f3f9aa44960e,Santo Domingo de los Tsáchilas,,En vigencia,b72d57ba79834865b5b4617da89a0331
174,8a18d38bff664525be062a5ca1bffbc4,Santa Elena,,En vigencia,59df23d7f00a45e683d7186e5096496b
175,12b96d7008874d309c26b04a9d6a96f8,Napo,,En vigencia,0aa96dc4d01345099899a65e0846c9e7
176,1bf06f88d6894d09b27fc67b0313cd15,Sucumbíos,,En vigencia,527354f234a443b99d073cf0ed079012
177,4af0fd5a41f443ce8d863d713f1f1f8b,Azuay,,No existe,d2f7110a33e946debc6b106ee2afc526
178,d3cc051f1d0f402a9429a0425966eb83,Los Ríos,,En vigencia,18e9e1525a1d490cb822289c881c3109
179,9d093bfc72e2464cbf90071de1665ad2,Pastaza,,En vigencia,69f0e2fbd84946cf8a55355702ff888e
180,d7d90a28103d4c58b088888b903dbfd9,Los Ríos,,No existe,89237ac9ed8240ec9d72440d56f10170
181,a0c3fe1aec634005b782c0efb2a60b31,Carchi,,En vigencia,02c662a22dab428d8f21878c89c42a08
182,05195a55d5ea4bf3b1ec6456ec8d0a01,Guayas,,No existe,9a343e5a09f045559d93422b3a3aa871
183,0b91f11619fa44c69fa895213a4c6db6,Pichincha,,En vigencia,4df3ab10130b40de8a7be735f6300af3
184,2d54bf88498f4db7b42c35f33c7b151b,Orellana,,En vigencia,1732532b3d2f48f4b744fb346b21eb82
185,f6a52d7b961d417692f33914b883c2ec,Tungurahua,,En vigencia,de0b2d72b586444ba56b8d874cb56092
186,d0691d72a6dc4224847d09135352172e,Pichincha,,En vigencia,06773ff25ba74082948a1d9a150c162a
187,6187e03916b14a5697b4d874f403856a,Galapagos,,En vigencia,acbaa6c758314199947fac91eec1d30b
188,fc3725d4469245eea7fadc2fecab1b8d,Azuay,,En vigencia,1acd890ad2614cd4b738507fb093b86d
189,68a6b8c9aacc40218ae12c4edcd8e643,El Oro,,En vigencia,5050d94063d6449493b35287b1df77e1
190,a5df19a1d2c84bdd93751f580654ed56,Los Ríos,,En vigencia,6938ff46180b46b89ccef86002cfe01c
191,0d2822bf34e64fa891fe95eab484917f,Loja,,En vigencia,1d86e3222cbd4a3aaef86d2b44dba3de
192,e93ec394601b43d6ae873b9589187ffa,Napo,,No existe,dbc09649f2c3430bbf683b3faaf245d2
193,e6aafa429112421e9492d804c463c98f,Esmeraldas,,En vigencia,a7243d2096d2410196f8ae3ca1259a36
194,a682fe3e8f4040c19f3ae52a0cc6bea7,Orellana,,En vigencia,a82829bb240b4bb19b740522f14b89ab
195,93fe15b1c0e4489e94cdab23832a4f91,Carchi,,En vigencia,c2252d8551924a5ea98ff74d3bbd95e1
196,91c50e30038e496f808ef8bd45050ae8,Manabí,,En vigencia,01ea9599df1147928b735fbfd233bc81
197,4254bb34350945fe8006ff13a37eab16,Sucumbíos,,En vigencia,642a5d89163449c1a7ccde57a562229d
198,f29b4b970e2e4ad3aa9266a05b221211,Chimborazo,,En vigencia,6c6a3102b49c4a0f884ed4dc47ec50b6
199,b0a4e76b46cf4b0bab4ceeba37878faa,Pichincha,,En vigencia,11610c63d4ca480ca105b9529feea0c7
200,aab7eab9cde74ec39ffac44fa1f8bce8,Santo Domingo de los Tsáchilas,,En vigencia,97f8ab35a4ce4aed82f81200930343a2
201,40f3c3a2bd794384919738bb848eacb0,Cañar,,En vigencia,ebfa33fd54b148cc8bfafae8a440e70d
202,6d23d10d67e14e7ba96c2001afdaa089,Loja,,En vigencia,0c010802b00841ec940b28ba62a0c46c
203,68ed163c111745769496194fb655bc47,Guayas,,En vigencia,d50152220d5c4946a0a9386ed79bd69b
204,bf1bbc77ecc14806a56f22f4950d0833,Pastaza,,En vigencia,f35f6906c90b4137a553b6c93445e9c1
205,0404609f5d354d50a190f40afb234b98,Pichincha,,En vigencia,827391d93c524cc4a79d95968eb1a505
206,abc7f8e69b824e5ea5eb2791e1c08025,Napo,,En vigencia,83ad4a8b3ff54a6897b1148094317910
207,c5124b26086d4620a4dc18abedd06375,Los Ríos,,En vigencia,ecef3bc5d2644723967d455bdb7cb45d
208,9c45ce2bfbda41768b0981e2106049de,Pichincha,,En vigencia,8c39d3c852d0423aaeccba409de74bfb
209,0184bcc7bdb34cc0848d4dfadcc32234,Carchi,,En vigencia,5ac596493df7464e978c9a42e491c024
210,6fa242913edf4954a2b68ddce42977a4,Pastaza,,En vigencia,87ca2cce98c445f59ed846ea44d2d61e
211,af0d64d281e9405093c688fb1d6f7ff0,Bolívar,,En vigencia,cdd7584bca28490cbfb174f37d772a85
212,ec3ab978bddd4c5da8c0bab6b5b8fd41,Loja,,En vigencia,c60092c4a8674c939cfc30de8ca5ab6c
213,7162f35035bd419bbd0965eaffd1fd70,Loja,,En vigencia,39f57ffa23454253a44073e09b2eaebd
214,7941cef947544bb9ba98e59f304785b4,Imbabura,,En vigencia,70ae651562704f85a3a9740a17fcfa3a
215,c38ca09d1ff14f3fb8700dc97f4f9971,Cañar,,En vigencia,611f598cd5084e78b25e94cd530fab87
216,698792a3c2e0457fa37866b33f8f777d,Tungurahua,,En vigencia,d9e5d5e9c8014b97b50ddf3be8f17b4e
217,d404a5274f6e46a1b052eda52b2333f9,Tungurahua,,En vigencia,c456e6cd3d2946ea8e012653f7befcf3
218,96544968b7f340f385ce1ec057947240,Bolívar,,En vigencia,a53d6d0e861d47ddbea83f051c5564b7
219,13ce8ac9687044569562d7e9c979f3a2,Cotopaxi,,En vigencia,76bd95a3c9ee44369da55d1c577de26e
220,f5aaa867f38242928f7afc056d5d6169,Pichincha,,En vigencia,f1dbd670da1a461ba3b2c00626e46bb7
221,cf536e45c16f49ab976545ecb15137a6,Pichincha,,En vigencia,edc5f39b58d146fca78f04837cf409aa
222,76f554314dae4f96bf949d6029e51656,Bolívar,,En vigencia,b0981ad2e5d94583b2e57f01bad3dbef
223,0c87944f19ae49fcadae20d0ddad4833,Pichincha,,En vigencia,4d420a4ff8a94edcbc669e0fca7e8559
224,d46c15c4721245c7a35092e5af0bba26,Pichincha,,En vigencia,92b436d35fff4b5c9f3f49db8ec34729
225,b92000efbfd44f02a8709b2f914c2e56,Pichincha,,En vigencia,210df0af09e844bf98035b0200d919e3
226,c1773d1aca714953a7f27146f0d84bc9,Azuay,,En vigencia,13ff019f280a4c7a97da5c8bd3091024
227,f8906b585fd44426b934bf959a4258d7,Los Ríos,,En vigencia,3b90b7e2c3cf4aa0981b2bcdc27c1865
228,32a5b08f45144ef5b7ee4e0ef3c4d7b9,Sucumbíos,,En vigencia,9c2ac311e5184edd833dc7115b944df0
229,311ed75039914047b84915a046eeb84f,Manabí,,En vigencia,7a3a3ec82f444fbd8a5af5a94ecd5711
230,163a654db52b4110a5c5977220915250,Chimborazo,,En vigencia,1a6616d0c3d64ddc913988065f42e01d
231,f9d3f3a646d242ebbd0d380672dfcf3c,Pichincha,,En vigencia,5db97aab6f0943c1bb73b8d07f634108
232,606c6413cb07485688df263b474d529c,Carchi,,En vigencia,0cbffa8b41a6443eaf524d1d38538a8d
233,1b803b10337b471486852b3a8e968e37,El Oro,,En vigencia,6366afaf5dfa4d67801a70aea0b0f142
