,Id_Parr,Nombre_Prq,Status_Prq,idProv,Id_Canton,Id_Coor
16,30ab8aae576045fdb084a2e3fb7ed4d9,Centro Histórico,En vigencia,6ff49055665d4da3bb2152d0d69a7dfa,a5472b40f5e94bd9b72549cf093b6e0e,f8342af96f804c4ebdfe7e54dd3a62bb
17,408048afac2a413f9242da26135cb0c7,Centro Histórico,En vigencia,f4fbb76fe684403ea08871526c405bea,6a923304028e468f87512c34864f8520,73bf2cbff01b47db87446c2189b281fd
18,e471bdd7c1164bacad10d22e8884e079,Puengasí,En vigencia,e0624d57207f41868ba0adf81e4f32e4,568077258a06439a93e5cd511be8b2d4,82f5ac9c37854daa8829ec99e856e69e
19,8617f1e276044c0a8dada0eb1c0a4ed3,Centro Histórico,En vigencia,b5486f72986844dea9b498d75743d853,a5597374267b46c79e4d0f1642e5c43a,ed8e3f16c63e452b8dff8e07658c76e6
20,90772f45fc90469e8be52d58c29cd407,La Libertad,En vigencia,0cd2f0119e434556bde4c13fb80e5099,c4deb048ece9454ea9aca235544c7e66,0460c2c5d3994fc5a72148444b656fe9
21,f3785e791bc84ec281d3d95d1e8a0522,Centro Histórico,En vigencia,7f69b818ac7d487c8355dec7b2e7f2b8,3832ce37218a4831acc3bce892bbe9b2,9952f7c97d8048578b292be4b2165f1b
22,d65d0b06ce174e85b4840a7e837fa514,La Libertad,En vigencia,38b6536900824f6191289a69a3bbe77b,25856cbfc37f406e84f25b8f944e54ae,3cd5b0db22e54d47820f84993a0dbd6f
23,b3c3e84298f54273a97f971aa9695281,Centro Histórico,En vigencia,c5526e96925d46adb964b029aba8974f,a1e1b6f11769438598ad1af57df87aea,b936b68bb32243d1a9c265c0639aa273
24,5ff06f18922043c0b35199a354770dda,La Libertad,En vigencia,76a67920b22a4121b9381b801394a794,e26ebb107b9b4c9e87d3a209a6b71c9b,868cb0945f8c45fa92b27c2a19ecfe3d
25,4bc41f3108d042c0bc4affca9cdcf9ed,San Bartolo,En vigencia,f3035dcb1a3647379a28910c65e560f6,9397ac5ceada4309b9bde289fc6dc812,f8c555d1512d4a08919877c002bc4812
26,7b7aa777f68749839100ef3f07b7b3ee,Centro Histórico,En vigencia,d9716ad8991c49269672dc276df27607,da8c3da7aea74fc28832b2925a30b450,4989259c6a6d45c091c53cc5baf7a778
27,eb885844e81c47cf96fe121946aab5e6,La Libertad,En vigencia,f839587491ff48cf96eff20fd353ad9c,72d64876f855422c96e06ce524815814,8586c0eb5cc74a44b08d6c389f263392
28,29ef4a8465d14ff58393f012247fc5f0,Centro Histórico,En vigencia,eb5d930a58ab473394cc04129d6b56b4,dee369933a50403f8e58a473d16763b0,2b416edd3de9472b9c079c8ec7789cb8
29,b576e9888f144310b1f5a452a204f09e,Centro Histórico,En vigencia,47a81ced7036412ea9dd24a86cc8c7fe,437927e9f2fe402986e03f8ad98207f1,294f516f2b754a418884231db9e661d3
30,ebb8885794f6480291eb68777e80b263,Turubamba,En vigencia,6aae14654a7246918b66107335a94423,adf6cd4430e4434180431684f5ff42bc,1ef28dd86a49476eaa233e27f5ba23ec
31,9abc98d184e944f2b7d7e30e01ef776c,Carcelén,En vigencia,87a8e46551ae4a849cc4ed5e7e82932e,0f78090e53a2456eacd036474895b5c3,e9675e0ba23d417d8a57b6aedae601bb
32,455a71776c9240b3b5a85d03a81b1f1d,La Libertad,En vigencia,3669225bc1e44fc385ba086b106ff9f2,d4114c744669480da7837ca23f8be94a,6ae8ac827aff4f77814c93d631bb0419
33,5dc3818dfceb4c2ab7e29bcd75cd9719,Guamaní,En vigencia,d613b3f2d9614f2b9b96362a78226feb,c6520325333342e482cf3e70893c4d1f,ce10136896914117b36c035bf65da4f8
34,3b8d77d3456c4b73989156d28ae16510,Turubamba,En vigencia,ac0b700b2fa74542acc72a146b7323c1,726e2418cc8347f396c504f521d507ee,7b9cb395212741e1b0e9c70cb34f861a
35,7e7740b2cd4147949aded6812d586052,Centro Histórico,En vigencia,566a2d68f25d460ba88cd7fd26be45c0,bfd365f80b064ce5a159128c27f5e9a5,1a822cef0fb64f46944806adfc4366ed
36,69a3dbc43f3e4ac5921497dbfa5b64fb,La Libertad,En vigencia,21fc0a06841f4d44bf4db2a584c4e602,3cf81fc50f504df1a87df4099a0cd5db,1a2bfab8e9f9483f9ad55790ce293ff9
37,521ece9bf3d64579b13ec3b19285369d,Rumipamba,En vigencia,a4182687d33b4e318993186cf2eb767c,7d4b89fb17ff44b69a9fdb3ece65c401,07d0f8fc4114425f9d4de6dbf69522ec
38,176bc0bf2b2142f2910a1d3d977960d2,Guamaní,En vigencia,060afdc9718c49e4ab89aa4c487ca623,eae7447048b148eb955623a35e50d175,67e94e49dd0844c685c83020aebf819a
39,354572b8382c4fcdb62680b4ec5ee362,Mariscal Sucre,En vigencia,685fefde2c194638a999ce933e625b55,863c908fd2e84daca9668aa9dfe6530d,26eb00f9d58341f5bcd9a9e0180a5f5c
40,aba4af3250df4d769ee6fd31dd41dd53,La Ecuatoriana,En vigencia,13281cfa27ef4da18ef74fc85fca5e3b,fbe4b954ce4d40bca337fa8b5d6c7e37,1f39eacbe1d34adfa07a0958f9c06204
41,e0ab16e665f7483faf41a137b50fe05a,La Libertad,En vigencia,59c45da9558a46f68525c3ca2e43f1ea,ee0569a168f948b5b647f96ed59e2098,0b4cda326a7047cc9f6e00d75c407746
42,e263ef48e7e74fe8929ecd3f260ebf5e,La Libertad,En vigencia,fba85526c7114894b89f2c794ed83d9a,39dc86678bf0470c9c9ea60bbf7f87ba,2bb737dd13104af4a8ac54207f522c2c
43,c72817705ffb4ef8b051f794fc46fb1c,Centro Histórico,En vigencia,8946d98031e549dd9ce709e17aa14d01,4f9fc189042f48d6961ab62d25d07016,a81d7c7d775e4d8e865fe1da7644201c
44,60745e203b3a4792bcc345ef39bd6df3,La Libertad,En vigencia,4e7a890b1ee845779e1ed0409b2ae5e3,7659719a797a4cd5a0e31823c98f57a0,ad6359cf16014644a4169a049bca0fbc
45,d518306cb02249fda1e7337174214e8b,Chillogallo,En vigencia,e60814cfcf7f4af79fbc34bc483463ea,6c19fa864b644a1cbb5870739a9fb2ad,8ad5712f760f46b6b38a96b58cdea973
46,5b20641f12254edbbfa8b2c2fa7d5b07,Centro Histórico,En vigencia,04b3e609ffa6434982ac4fc7f8458dee,9b694ef0392640dc94d5e0e256e70e01,9d975a272297483dbb9dc4f0c1e93d40
47,d0bb9dda811c4aa58bfa16cc92053a7b,Quitumbe,En vigencia,2904a7b63cef438e85a7c49fe1956f85,6d42f2f73eb440ae9965215ab0a526e3,c1247b7704854c5f9f244666faf70451
48,0a848af96fd74f8dbc66f2ea685cc773,La Libertad,En vigencia,2b86968edd61449aa44044cc5be1f60a,c5f653cfd93e441a96f5a203ae1d6598,8abbe43afe2d4cbaa4a934bc3b473be5
49,1aa29a5bd4d34374844d1414c8cc043c,Centro Histórico,En vigencia,7afcbc77a46c4aa8ad64feaac5015e13,ae5262ca691c4319b978263f48de354c,6e4a22d5615e43089dd671a07e3b7678
50,c43cba87944f4de585a0e67bd8ab940c,Centro Histórico,En vigencia,fa858eb3166d4d0aacb57b19ecb18651,d59cba8800d049d9919703f64df84b25,424ddbd91d72453bb38f41addc971353
51,c22e58a0d4094465bc24e71fb5753023,Centro Histórico,En vigencia,8c23a13c5df34f0fb1d23c23e6e5a95d,95718aebf8714c44b4af6c9822f9480d,fcbcbcc846bc4a91a85c581e2506c6a0
52,7a21d84a6b2e4352b30fcab7e568dd7d,La Libertad,En vigencia,d08f0a0f228a469d950d260b38ed0787,e62d77ca48284dc981fe78f60699e00c,edb40bae76a24b85947573f9daa94142
53,da1e3205a0c249f28a0025abae06cde2,Centro Histórico,En vigencia,b22793d1118f46c2b79bb19a0caa499f,3cfbe1eb29604097bdd59086f1ecae77,5aa070e9bbbc4f4c8398636477198d3e
54,262096faf2e24ad196fcb5e7ff8ea296,Centro Histórico,En vigencia,40c5203724524d90825ac4f3caeb9a32,cad39743a8c14f42ad2706f2be6ecaaf,18b3892139744354b2c4fd3902732a3a
55,c80e89de91ea498f9da1b20f58eb4b87,La Libertad,En vigencia,1e2bd0f739b54df19a5552bc712528e0,6c3e225d70e14e7490c8ee47255e1f97,6fbf4e5027f4453c9290eefef1884e1b
56,f81e2f43b99d4f51a830b00186fa6901,Centro Histórico,En vigencia,7e5d7aeccfad40e5ae8df46f52aa9421,ce4568969207470ba5c3b5eb2e3ae058,0a6395fb2e91462aad48e78c62d0a22c
57,8cfe2a9dda0a45b3b7eca2f975544cc3,Centro Histórico,En vigencia,6715f1e989c54bc684a829a75c83e6ed,5cd59365b8f34bddb0514ecddbbb624e,51235eb152c84ccb9a7464552c3042e5
58,957bd243cb774f23961c315c01a86530,Centro Histórico,En vigencia,af162998817d43c1a4203c2b47b0ec67,7cb984510e674544a361ce6b85d888c2,2338ae13158d4b3ba93e72c6aea7563e
59,62ba6ceb70df48efbc7222438b54df51,Quitumbe,En vigencia,452ce25895e941ef9f7a15ace0adffdc,57a0ddc9acce4b61afb2979438af0c38,2f99e677c7c447b3ad48f01d54a5f61d
60,1d76753362404e01a5a51b7dfe8ad6c7,Rumipamba,En vigencia,9b8579d8160c4f3882b5ef34a3fb6155,0c4e8007f77a46e694a703fb3b6092ff,51e84a9a444646b58e79b28d70662597
61,6b98fe4d6d1247269a839566e24b958e,Chimbacalle,En vigencia,bdd8469c38ee4ffb87ab9342f3c8f030,d086b1d659c24cd0a8c0474a676287fb,1f91db7f4e484d20a4ff8812de8a447e
62,e2ba5b2bad314216b1f7727eda313a57,El Condado,En vigencia,724a062284314029bafa4c0444df5ebc,5f8fc4713a6346db97a51004b12adc79,8de01ba2964c4f1297442b30311b5f0c
63,9782ff2c50774365bdf1f9ec8fead8bf,Centro Histórico,En vigencia,8dc436d08c2444ab827db08c02581d1d,5256c1954acc4f3a9c0d8e2f01ef3dbf,ddb6bc880aa44f15b4d183e2427fed00
64,60084a7e39574bfdbf4c186d235152d2,La Libertad,En vigencia,e90ab8aa46c4459f9c00fa512d37293d,5b4ec06c60514f809ba0590b0bc5eb49,e2e87b1c30ea4fc9bf170ccb3045dbf9
65,579663ec2fa948d5aa74a6386e357654,Centro Histórico,En vigencia,7bb8f01118904289b4ad0f77753e05b9,7ee5703ef3034973a46a4ac6056576a9,895935ab8ae74a44953033cc02641615
66,cca12a1fa29a4f08bb79b74e3bcbbe68,La Libertad,En vigencia,8006e1bb155f43469a2f42dbbd8ac41d,2ebec791ed7a4b08a6a585e7dccbf694,71dbb11f43e546be812dae67ea359019
67,0a7987a445734d19a3a2f291c484cf82,Puengasí,En vigencia,3a12cfdd40684fd9a792f38f84a2669c,609ff24935c34cc1bc4b6a87b03fe69f,f61c0a43dcf54c2c8ca3bb766e5311bc
68,dafea7edb755453ea08df17360db5b39,Chilibulo,En vigencia,11d2c90b2eb143a2abc8330391ef909b,5a8953dbc02548fc97d30a368a4db7f4,d6fcc7bc873e44dfb71f34603c5f3ac3
69,757efc845953428098cc6977f6a0ba7d,Centro Histórico,En vigencia,86b71645e8ea46f78c37c84c2a9e1f75,342f7924d09442a4a267db869c48bf90,b837adae8e2047eaaff7591c48ac5f92
70,354521ec5fb847c29c6145dad90af8eb,Centro Histórico,En vigencia,c28cae2d4ffd4f7aa99632e9067f3be0,78bef70029e14230b166636aeb469f69,2f36dc50b792446cb09ef14865ab2aa4
71,9d52a7eaf0744407aede44c32fdded49,Centro Histórico,En vigencia,3c394356b8e54e35aae82ca853ab490f,ce9ebbb25bdb47afa5b04471f9fb6c98,02b5394fc3984851adf875b4ddf20136
72,9e5d54b77d0c41dabfc7b12b6b537cbd,Centro Histórico,En vigencia,f8418c3b426d4d0b87f4fe5de4ba3306,1964493545804e08bcd65af00728ff09,6efb1d3c6b1c448aa9dc56bdda58e604
73,74bc2d2a05144cd5b3de7832c1e2b252,Rumipamba,En vigencia,6fe3ff8b373943ad9cbe66fa3c071453,7fe79c076032400e8f74842b02f3e84d,398e48b0053b411090d468ef1a75d649
74,4c2f01c7f4294de2b3717e3d4c79b29d,La Libertad,En vigencia,bb9fed5664634b97a29c89052b5f5a31,3c523a59ed2f47fba43aae3e1849f3e3,a249cb259fdd4cad9cdf8bc07c080381
75,be8eb845ef2c46c3b1dc1830095c798c,La Libertad,En vigencia,8cedd3f35f64491d8ef64b10ae6b704d,204e1e1cbd864ec6a1687031b91856a3,e0bb362f32424cdc8ded213d776dff6c
76,e14603f2f3a34a1e9bac1dffa824cdd9,La Ferroviaria,En vigencia,681d35ececfc48f4be1cd8e982df4d66,61ed9a1a961647f7a64e99053f0c356f,52cfb0b436da4335b8d67fc913f03314
77,245220215c334d4facb595adcc8ced67,Centro Histórico,No existe,72d0f7f6487f4d689b682bc74b3bf2aa,046a20ce8cd84632861c7348b836f55d,7d751718fb8b4953a21abe0930260d33
78,b9aa75dbccc84e60a5fc7386eca5a34d,La Libertad,En vigencia,5f5c7b70e03142d4bf4fc3210445bdc4,e077c97f35bd45018050046226f03044,4b91e6531d194c019e3afc7d0dc45f1b
79,ce9d95e88150430d9c6c1c6093918456,San Juan,En vigencia,ff87cf7712874d0ba163406116ad5a0f,f2d5c63cf8a4426c9a96c5e3dba2e1ce,47ac4ccccd334f068400b88836b34c36
80,9b6f709c50ac4e1ebb7a483d0dc842cc,La Libertad,En vigencia,487b754b1b9d49edafc49d76b5cc6a4d,aa62e3256fe646318b1983d97a924467,319c4913170b4749b8d595a48806cc73
81,7ad61007ccf641549fd33b8fe4803a40,Concepción,En vigencia,519529c71d9e497e9ce45c733d473986,39762c2f9d6c4d2380353e582a6bec21,85c824e6971847f9a7c2942e5f653ee8
82,1c24fb0ad5ee41ab8575838e62ebf212,La Libertad,En vigencia,3b37f170c0694e7b805661c5ad7ac2e5,c0ebf26a231a428fb45df32a0389d069,3311771b67654478aaaa544f7909b562
83,bad62bdb2ad94a0d9590deecdb75912f,La Libertad,En vigencia,1159a22da7524d3eac9bcdff23fb46fc,ad077a2eacd740fab4c1e6896e8b4fe9,415ac5956b5b44828fb6eef684c3f920
84,b1ad8f052d5f49e0aa97e4aa07f6217b,La Libertad,En vigencia,11f0bd6d058940f2b3a4c6f740cdc92e,93c4a64410724200b20ffe686ba0ef4b,8eb1517e10e7472e87896c6ad82ae564
85,b8ca09ea6beb4d49ad0a62d6dd66b3f6,Puengasí,En vigencia,fac2793b724e4e22b3af35e0fba5ba3b,f673283fabf44c0b9e0b0c37f5549e5c,2e367f93516243069104d6487a049333
86,e866ae00769e4ef2a2fc1248aa2e1224,Cotocollao,En vigencia,9845bf08a2084adb8d832795e7c95e47,8213c0281cb64f43b62c940c26fd9386,00fcb4a3168b4188ab1d0eb33ac60510
87,a96f4f2e6cac4e2d84b30389a53b54f1,Centro Histórico,En vigencia,e473f3962b464032998203e378cc4a97,7949ee7660074707a60186fa1971f728,d9de49610e864144b9fd723c8d138e24
88,05ad070c58054a2bbc92effd13b412c1,La Libertad,En vigencia,b6bbc82b6d574e2d9a8b46ec0c10696b,565a739492924d8e803325e01c7a9a04,e3e5f3395be84f14be97d8166df11d1c
89,ee52fd17e4db4fdc87f04af099c8890d,La Libertad,En vigencia,3faab83a78e84630966bcae2878a3c32,198f2242dc8a42448dc329be5c3dadbe,28855dc6a8ba4ee8bfa55fcbc9d7b725
90,25eaef2f639e4daa82c34ae35724012c,Centro Histórico,En vigencia,5b4203868a064567a228dc73c8056387,ce420dc5bb514527a420df8a375a19d0,7180407c48434d00821bfbae01816998
91,ec1e0ad089174df69c1ed4558dddaa0a,Centro Histórico,En vigencia,4a32bafcb40440b79193c0b221d575a6,8f86855dd40545979473ae420d93af15,018dc026d535458692f61a45f486cf75
92,368e0fa2b2614cf9a1897e72052e51a3,Jipijapa,En vigencia,9f5e1c6da7304e68a048a156499b4a85,9af1fb19dece4cc6a16a610894681eb5,7577e1588c1a4eaf9647005dbb2f4bef
93,2c3dbeacb7b5419893c1209879de9155,Centro Histórico,No existe,de750db242684029a6438f8e305cab20,575378a53ce44f9a8f05def901949eb0,dbed8d7fc153423ead4c3284d1778415
94,b832ae9b180e45b88cfc9f087811acf4,Comité Pueblo,En vigencia,0febc2836a7e4790a308bffe26f7d816,5e942a2d01c94bf0b2d80869e5e0fecf,708d4fc71f864e6c91cbfe06a07bde46
95,92ee1f409b58430c80db7da77389d2b1,Centro Histórico,En vigencia,be898d599cb94b3ca8727469f95d5cf3,7e2f1a29a83e480d9d22daeb8be1f77c,2e1082b8216542eba0be98ad604b2183
96,77039653d9cf4b3c97b4ec58749e9be7,La Libertad,En vigencia,e1490d41e4a045b7a953d6ce7641d09b,4e641721b7c8472f94aa294de823aef3,d20372671d8a4650a14b8d6402711d4e
97,246c53a0582b4910a8bad749727eb7c3,Cochapamba,En vigencia,fbeead009cd94cd4b7ea61570a4ee3f3,f154a2e617404c65b464f104a15d85ba,b82f91d3593e4c21891874ebe05fc7bd
98,a66c0a8a601c4dbb91c6bd0f741de4eb,Puengasí,En vigencia,96b111abfd5a4f18a9b6bfd71e566547,eddf26ccf0084681bcfe0635a36f5094,42779848a760480c917bdc48b4d556d9
99,2b110a70c739407995dbc78b2888b6be,Centro Histórico,En vigencia,a8efcd73f3f74096b2e17baaa6670439,4b59da5e4370401cbe3655d9e18a9383,d6545f51c13d42ff9240f9f6c5c41cdd
100,b942b12250f74144978ca26ff21d2b6b,La Libertad,En vigencia,a80fc02fe918458f90a11ebb5158bc9a,b0b667db7b5d48a79f3ba9cfb411290d,706ac7b2a1df49a6821afc1e03b8acd6
101,92368d8e0beb42aeb4281f122c7b3259,Chimbacalle,En vigencia,956262d7eacf44dfa7430314423d9ef1,88f413afa81f4bea8b8ee7b548aed165,77dfa7a1bff349a2a605baeac5d9f7dc
102,543df79fb4df4338bc206a3f207d4ea4,La Libertad,En vigencia,70aa499511f1444ba2dcb69802879a76,a1097fade7c94a64bf253380a75b5454,d6c8b2226dfa4f888376be552efddc8b
103,4026f405ce874d80a6fd183bf4432a42,La Libertad,En vigencia,163bd57d4c2a4baf8116f532a3a7c4a2,f39328e9945e4996b71cea6f023390ca,db270b8d13ec4c59b26c84857a46c539
104,75446771db474fb298b88a20ecdd4454,Centro Histórico,En vigencia,fa2aefdf2fe04eddbe6f9fd4825236ba,6e1098a7886241a29787a9f336e4b94b,d764c3cb4c2e4fdaad932a9e74c888ac
105,a33a12e1e0774638a1073315ac6fe972,Centro Histórico,En vigencia,051a8cc6f4be4f76b81d630a3e30709a,2b574bfa63f140ecbad124e8b76cbe4d,b5811c3bbebb44efa067a5b67dc36b2e
106,c748a79fc1ed40459bfbd59027088e97,La Libertad,En vigencia,20178782185c4ef9bc56a6a273352a0d,c42d27a6ca214eafb034fa4be7ca2e12,e44b8de994e444339ef200a65019f3cb
107,db50963c73e84be5b1c68e340333fd0e,La Ferroviaria,En vigencia,7f31b8fdfee347e8b89e6c0e351a9ce8,4def3511d95c41c496853a0d945be32a,d1a70c4a7e2a4288909766d32735ec78
108,b105b5fe66cf4ed5b7881a5b194c549d,La Libertad,En vigencia,c98d4fa5bb2940a89d068598bb80b353,03daffe6b9dc466f9031df0376a54a13,13761ee8aff7496a89dad8fb2268e9b3
109,a7b653fa2df74510ac0f1532b6911598,Chillogallo,En vigencia,f053974bd87848329bb538a40d237561,dbb864fcff0e48d7ad39f0d6b2684d6b,26434c0b720b4660a302bf6efc2bbf24
110,ee84cc559d4842efba3f982dd2e01976,Chillogallo,En vigencia,670601a55a3b43f2835de758b31834d4,6ebdf99f899142ffa795cebe181402df,64a7f4a821f54ef3859c61d4f54745b0
111,d4d8b20a4bed4fcd8f5ff05530d8035a,Centro Histórico,En vigencia,6415ba7555404e40b89ed3a52c68b969,b252915db93244b5ab89a3acd593679f,ab09665a9a244b0e9bd9fc95f225992c
112,6e5228affec3423dbec609ba95b234d9,Centro Histórico,En vigencia,72847987438641a79cd3902f978ac424,611db72ace5347a8840bdb0c3cef42d0,cd55b43479a14d23b3bf924a7fd3d587
113,95f11bc3cbee4decb4a361259d30e092,La Libertad,En vigencia,6151b4f15aaa4bb6b29b04a1a7005e2e,3d9a7e515a8445bebe1f0fcf86c7a4f3,3d21f61c474b4c919e4bb563e20800a5
114,1c151c193da34aa2832a3879f4103efb,La Libertad,En vigencia,cc279151726a4842a2d3c000945c4430,662af88c5d75464d8b3d6fcd73618e3a,192ac064d9dd448da03279e0cad81645
115,61054b62b1b1467abc2dce2759ad5998,La Libertad,En vigencia,108abec7250640b387d46f9a58ac71f2,aa8d6290925540699473cc5a477d2b8b,2bc26c14fdef44ce80790b1c9bfcf271
116,83ba0cf7ae834c08ba91410b937c7daa,Centro Histórico,En vigencia,45a2d934b36045a49017686a45025579,6f031a71b48148c2998fc48171509917,187a20642f054fa3a715eb92de48aced
117,86484274e3b14db48e3990cf8291d4f6,Centro Histórico,En vigencia,cba1e707c7404fba8ddccf28fc8c9939,3ecac950ea0a494c8b11125f90b1f110,3e9f252c92584598881613751360ccb4
118,0db3c62e6d30433d944a158425927b82,El Condado,En vigencia,78e065e1f1c947e6814b0d6762b25ff1,8af35b8ed19541c7a8dc92f865851e16,25e54d1e1d7c475486ba3f3cfbf4ccf4
119,74ace90a62be4786ab3da686b691852a,Centro Histórico,En vigencia,62f659d11da445e3b795aacab1c575db,dc3878b740154204b95e42a87817131a,9453f1f334924a06b5a5ac0ba46c78d9
120,13c2a95993bf46f3a4da42435ab36e5a,La Libertad,En vigencia,2e2a993416ea4750b1dd9a43cfee3c16,9f128ec5f657437db4baa5cc1d58e7f7,05608e17b0494e069ddcdbac5bae234d
121,39a41c6038494f95859606f08d610d5b,La Libertad,En vigencia,c85bae868eb94a66a71e5cb967a0ca70,32b911d2b0bd4980bffed49ebd773bf1,4162317ff23042e28160a7b5be1e87a9
122,64198a389d8d43efa7e72721655723d6,Jipijapa,En vigencia,08a174024c2b4b7caf6cea39d1be382c,e6f357a069884789b2c0d1be22349feb,95393980b46e4a57b03202c73fd9bc99
123,2785fe98d81847169f90ff6191b4b8a2,La Libertad,En vigencia,563664587d88472c973bb3d23e9a0c1f,e0c33907524c40c6a3278977407fb1b1,4e2467639dd446cead1d01b2deb00aa2
124,dfd693e46e4a4264b6172af18cf9679e,Comité Pueblo,En vigencia,3569c788efed4dc5bd867d49a3c260f0,02c2be06f263412bbe0506785d2a432f,cdba8907e5b64705b32277c239040427
125,fa91fc61b29b4eb2b38a490a7b55f74b,Cochapamba,En vigencia,5f0b84cb09db428b9a286513053ce984,f431758edf0b4c7594feff86c63fd690,68ea27326f174a0eac78a8f26c046cfa
126,971b83cea54e424f853058db32ec5e2a,La Libertad,En vigencia,f8843d51e8634b1baf416c163963416b,a75a2eb9455740128bf1e10e18509faa,795d6c9ec37e48178945097179c85936
127,17500090d7df44fc9e3aaf095688cadc,La Mena,En vigencia,aa328e8569d04a859d8484dddab8f913,5f043dee7adf45ad9a765bdffe4d2e32,7cd014ca70824deea6122e11e0e86e34
128,98991de4abf14bf6bb21be5999f821c3,Centro Histórico,En vigencia,6a8ea5fe425a44918fb8c0c5f4ca2713,cf90d793cae84ec192f98fe064ccff26,3ae22b493fa8455ba6e8fb4dda9a3f91
129,82a4460bb86948e59e8f5552de1f818f,Magdalena,En vigencia,6159e070b09444f0a4b603afc24816da,37574d0cd1e343d981972750b8ffc854,0d3ad132e380498da421a59a7e10d0c5
130,62e4ee3ec823416aaaad84e6deb2b563,La Libertad,En vigencia,fceca39dc4e4456d87930130274502e7,98b6f880fb624f0b8057154180cb9f67,59825e61423b48848f72c8fd05f6642a
131,49d7397ee13140fd9d466fbe19d9f344,Centro Histórico,En vigencia,3952f3d33f974bdc846af4065ad957f9,d88b15a0c51543d2a6ba806cdaa930e2,e94fc522baed453c8f7a5988b8125ff2
132,c638ba57ba554713bb3ffd76fe02370e,La Libertad,En vigencia,a780825cc39d4e0b8378f88d9f8d457a,63f34da3e8c94329a57f4bd47483b13d,c64f65a517014c50b3190a997452c921
133,5c4fae4f524d47efa50ec5ea12828479,La Libertad,En vigencia,3e92dce688664a46848b508542c27d3a,97adf0dabd0c4aa1998ee585ed13ed54,07ad7499a39741eb8c078527759ef5cd
134,b13ee0dcd1564e469630a481152159ea,La Libertad,En vigencia,47ffe32c34854b5091908115d132b219,ae04f4355560491ab45481667f3666a4,caff8fb7fc7c48c0b7a8a128bcd96a6b
